DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007190404,29.10.2007,-24.8073,152.1812,QLD,,2007190404001 Fine,lt1725,TOS,42074,7.5,160.5,0.17,600,0.12,0.01,51.2,4,38,2.34,11.8,5.12,140,22402,8.9,0.6,0.01,2822,24.04,1.4,1670,39,1,0.39,2864,11.6,6.3,0.7,257,10.59,7.12,5.9,24.8,0.4,0.06,12.7,0.3,364890,4.67,1.2,0.74,45.3,0.82,0.63,0.03,7.89,5849,0.05,0.1,2.56,78.3,1.6,27,2.97,17,7.4,534.9,0.9,5.5,4.64,88.9,38.41,42.35,19.24,8.6
geochem,2007190406,15.10.2007,-21.531,147.0484,QLD,2007190285,2007190406001 Fine,lt1726,TOS,67396,4.6,166.2,0.3,2444,0.1,0.01,63.48,31,155.8,3.59,26.3,16.1,160,46265,16.1,0.6,0.04,3794,30.07,4.3,3449,1015,1.3,0.39,1766,22.8,47.2,29.2,336,19.34,13.8,6.9,48.2,0.4,0.12,14.9,0.08,315373,6.43,2.1,1.18,68,1.52,0.98,0.02,10.77,10596,0.11,0.2,2.57,115.2,2.1,35.1,3.25,46.8,23.5,510.4,3.6,5.5,6.68,30.5,33.47,43.96,22.57,9.5
geochem,2007190407,24.05.2008,-25.8965,138.852,QLD,,2007190407001 Fine,lt1727,TOS,38713,2.3,310.6,0.19,3816,0.93,0.08,93.36,8.7,116.9,1.92,12.7,7.16,200,35264,9.2,0.6,0.04,10833,47.97,1.4,3702,503,0.5,0.17,3383,26.4,13.3,2.9,489,12.15,4.89,10.84,41.2,0.4,0.02,35.4,0.06,359267,8.72,3,0.46,111.2,1.86,1.27,0.03,25.87,15198,0.04,0.1,7.8,113.9,2.4,58.2,8.08,47.9,4.9,5413,1.9,6,7.05,54.8,84.08,10.78,5.15,4.6
geochem,2007190408,05.07.2007,-33.3153,115.8367,WA,,2007190408001 Fine,lt1728,TOS,86985,0.8,546.5,0.08,10406,0.68,0.62,150.48,29.6,62.4,1.39,41.4,33.1,520,51049,23.5,0.41,0.04,11563,81.37,16.8,4263,875,2.2,0.94,7634,19.9,31.7,20.2,2261,30.28,19.3,16.01,66.6,0.4,0.04,19.3,0.31,224899,12.277,2,1.27,79.8,1.18,1.739,0.03,40.49,8031,0.14,0.3,8.83,151.2,0.3,55,4.166,65,44.6,908.9,1.8,5,4.75,126.85,53.73,30.47,15.81,21.4
geochem,2007190410,25.01.2008,-32.3271,124.8986,WA,,2007190410001 Fine,lt1729,TOS,55100,1.9,192.8,0.23,121878,0.13,0.21,36.07,9.8,107.2,2.85,42.1,38.3,200,29759,12.7,0.4,0.08,18918,17.35,12.4,16685,341,1.6,0.25,2582,7.7,41.3,31,353,13.27,11,3.77,55.9,0.4,0.26,7.5,0.44,174485,2.892,1.4,1.11,227.3,0.65,0.474,0.03,8.73,3548,0.17,0.1,0.9,48.4,0.7,14.9,1.454,44.9,52.4,201.1,6,8,8.075,373,33.5,31.82,34.68,24.7
geochem,2007190411,07.05.2008,-23.4654,117.5725,WA,,2007190411001 Fine,lt1730,TOS,53777,13.8,256.5,0.36,12943,0.14,0.13,60.35,19,193.4,2.58,47.9,40.7,260,173122,15.7,0.95,0.04,9488,31.61,5,9515,759,1.6,0.58,4229,15,47.5,36.4,423,19.14,14.3,6.65,57.2,2.6,1.14,19.7,0.27,239117,5.835,2.2,1.15,64,1.25,1.067,0.04,14.92,8276,0.14,0.1,2.96,190,1.4,42.6,4.373,91.3,64.6,729.2,13.4,8,7.45,39.35,86.5,9.5,4,7.1
geochem,2007190412,03.06.2008,-34.699,139.4938,SA,,2007190412001 Fine,lt1731,TOS,32838,6.8,251.7,0.18,154890,0.14,,47.89,7,46.6,2.1,14,,220,20940,9,0.3,,8019,25.99,,7592,209,0.7,,9890,6.1,25.2,,943,7.82,,5.89,56.2,0.4,,6.8,1.83,102403,4.72,1.6,,475.4,0.48,0.64,,9.08,2002,,,4.17,52.5,1.6,19.9,1.66,33.2,,125.7,,9,6.99,8650,28.87,54.34,16.79,41.9
geochem,2007190413,20.09.2007,-18.1646,139.1362,QLD,,2007190413001 Fine,lt1732,TOS,58287,6.3,302,0.38,5589,0.21,0.06,65.33,11.3,49.4,4.01,23.8,22.3,340,29927,13.4,0.7,0.01,11804,31.79,12.2,6464,472,0.4,0.39,638,12.1,22.4,19.5,471,24.97,20.3,7.36,88.1,1.1,0.25,10.4,0.06,325474,6.14,2,1.5,43.6,0.99,0.93,0.05,11.53,4309,0.21,0.1,2.93,68.2,2.1,32.9,3.25,45.1,49.5,371.1,4.8,6,6.82,117.5,18.7,55.64,25.66,10.7
geochem,2007190414,23.10.2007,-36.0375,144.3091,VIC,2007191386,2007190414001 Fine,lt1733,TOS,41915,6.1,352.4,0.3,2101,0.1,0.04,88.29,8.9,57.1,4.06,12.4,8.23,300,17842,7.6,0.39,0.02,11821,41.54,3.4,2593,325,0.4,0.23,3932,16.7,12.5,7.3,297,18.94,11.2,9.31,72.2,0.4,0.26,8.4,0.07,372579,7.329,2,0.67,57.7,1.29,1.15,0.04,16.22,5657,0.09,0.1,3.45,55.8,2.4,43.7,4.353,32.7,11,749.7,1.4,5,4.96,615.5,43.73,39.07,17.2,5.9
geochem,2007190418,05.12.2007,-31.1398,118.4779,WA,,2007190418001 Fine,lt1734,TOS,121390,2.9,651.8,0.19,1265,0.17,0.01,93.6,7.9,85.6,7.56,23.3,11.9,760,26207,23.3,0.49,0.02,23276,51.81,21.7,2973,77,2.2,0.72,9125,20,37.8,14.8,401,66.73,30.8,7.01,190.7,1.5,0.05,10.9,0.62,237290,4.507,3.4,1.13,567.8,1.6,0.576,0.02,20.54,3590,0.15,0.1,24.4,62.9,1.9,12.8,2.669,37.9,2.7,619.2,11,6,4.68,1516.5,87.65,9.88,2.47,15.5
geochem,2007190419,10.10.2007,-18.5773,136.116,NT,2007190974,2007190419001 Fine,lt1735,TOS,47362,2.3,204.4,0.22,4067,0.1,0.09,65.93,15.9,45.7,2.45,17.8,12.4,200,25549,11.5,0.5,0.03,3843,28.86,1.5,3377,682,0.5,0.58,319,10.9,15.1,5.7,572,20.5,22.1,6.77,43.5,0.4,0.02,12,0.05,343184,5.85,1.5,0.49,55.6,0.83,0.85,0.02,9.88,4441,0.04,0.1,1.9,61.2,1.6,31.3,3.02,38,30.3,687.3,1.6,5,5.53,270,41.93,28.11,29.96,11.3
geochem,2007190421,16.12.2007,-33.7718,119.9573,WA,,2007190421001 Fine,lt1736,TOS,71487,1.1,263.9,0.16,17946,0.1,0.04,37.98,21.6,145.9,1.4,44,39.3,180,41740,18.4,0.39,0.05,10136,21.59,8.3,12265,767,0.7,1.91,17368,7.7,60.1,37.2,244,11.84,16.3,4.54,39.6,0.4,0.17,14.7,0.13,281749,4.032,1.1,1.25,123.8,0.51,0.62,0.08,7.13,5394,0.04,0.2,1.15,104.7,0.5,23.9,2.244,56.3,24.7,367.5,2.2,7.5,6.695,122.6,74.82,19.69,5.49,10.9
geochem,2007190422,28.10.2008,-28.9758,144.4114,QLD,,2007190422001 Fine,lt1737,TOS,50262,5.1,284.9,0.23,1837,0.21,0.05,49.91,10.2,60,2.33,16.2,16.8,100,25080,10.3,0.6,0.01,6923,24.35,6.5,1918,620,0.5,0.23,1462,12.4,14.2,9.6,380,14.34,8.01,5.74,40.7,0.9,0.07,11.9,0.03,365726,4.77,1.6,0.87,81.5,0.9,0.78,0.04,9.98,5669,0.11,0.1,2.59,81.1,1.8,29,3.39,42.5,44,1012,5.2,6.5,6.35,14.77,45.53,39.82,14.64,5.8
geochem,2007190423,13.09.2008,-29.4139,139.5179,SA,,2007190423001 Fine,lt1738,TOS,59949,7.9,422.4,0.32,8619,0.24,0.05,63.23,10.7,56.5,3.74,20.1,21,220,32228,13.5,0.7,0.01,14909,33.04,10.9,8333,395,0.5,0.38,5238,12.7,19.4,17.1,489,14.21,9.71,7.45,71.5,1.2,0.19,11.7,0.09,328914,6.1,1.8,0.85,149.2,0.98,0.93,0.02,12.46,5178,0.13,0.1,2.95,89.5,2.1,32.5,3.52,63.8,65.4,680.6,10.7,9.5,8.69,150,39.61,46.72,13.67,7.4
geochem,2007190424,26.09.2008,-31.3918,140.7176,SA,,2007190424001 Fine,lt1739,TOS,54809,4.7,349.5,0.29,3016,0.34,0.11,97.11,9.2,53.5,3.02,20.4,16.6,200,28871,11.6,0.7,0.01,16311,49.39,8.3,5487,403,0.5,0.27,6232,15.3,20.6,12.9,410,18.08,11.5,10.97,72.4,0.9,0.16,11.4,0.05,355374,8.55,2.3,0.78,88.5,1.2,1.21,0.03,18.5,5562,0.15,0.1,3.4,69.3,2.4,43.5,4.33,57.7,54,761.5,8,8,8.185,24.5,86.01,9.79,4.2,4.1
geochem,2007190425,05.09.2007,-33.1569,147.4515,NSW,2007190768,2007190425001 Fine,lt1740,TOS,49071,4.9,327.7,0.29,3366,0.13,0.03,60.55,7.3,54.7,3.57,20.5,19.3,180,21136,11.4,0.6,0.01,13140,31.06,7.2,3063,287,0.6,0.31,3962,13.7,16.3,12.8,537,15.79,11.8,7.13,78.9,1,0.14,10.5,0.08,353981,6.03,2.4,0.97,74.8,1.06,0.96,0.05,12.32,4645,0.13,0.1,2.91,64,2.3,36.1,3.68,48.8,53.4,533.9,2.8,6.5,5.38,161.7,33.6,57.3,9.1,7.8
geochem,2007190426,05.11.2007,-31.851,147.1322,NSW,,2007190426001 Fine,lt1741,TOS,37406,3.8,283.7,0.17,2523,0.15,0.01,58.87,11.3,50,2.69,17,9.9,180,18653,8.2,0.6,0.02,9090,26.3,6.5,2062,674,0.4,0.09,2218,12.6,14.5,8.9,375,15.98,13,6.11,55.7,0.4,0.11,10,0.05,380071,5.48,1.8,1.39,60.2,0.92,0.78,0.04,9.82,4621,0.11,0.2,2.31,57.5,1.7,32.2,3.39,31.4,23.2,780.4,2.8,6,5.17,133.95,56.87,30.99,12.13,5.8
geochem,2007190427,24.11.2008,-34.2188,135.5543,SA,,2007190427001 Fine,lt1742,TOS,44842,3.3,264.6,0.2,7754,0.28,0.1,55.68,3.7,47.5,3.97,19.8,18.9,120,19716,9.1,0.5,0.04,16453,32.82,14.2,3823,155,1.2,0.6,4585,16.6,12.7,8.5,458,15.23,8.6,6.36,135.1,0.9,0.1,11.6,0.11,301506,4.48,1.7,0.83,106.3,1.29,0.72,0.07,12.81,5268,0.08,0.1,3.09,43.8,1.9,31.1,3.39,18.2,31.1,1282,3.2,8,7.39,248,85.26,10.13,4.61,18.5
geochem,2007190428,16.05.2008,-21.1813,136.172,NT,,2007190428001 Fine,lt1743,TOS,77225,5,483.4,0.34,2623,0.1,0.08,79.57,13.1,54.5,5.22,27.3,24.6,360,41300,17.9,0.7,0.01,18777,39.88,8.4,4191,426,0.5,0.36,1343,12.3,21.1,13.7,497,23.83,12.9,9.15,111.1,1,0.29,12.5,0.11,314322,7.99,3,1.35,90.9,0.97,1.13,0.03,11.88,4926,0.21,0.1,3.14,90.2,2.9,36,3.69,53.9,57.2,319.3,2.2,6,6.54,40.5,24.5,56.5,19,7.7
geochem,2007190429,13.03.2008,-33.3609,150.9468,NSW,,2007190429001 Fine,lt1744,TOS,53719,4.9,544.7,0.21,6003,0.1,0.22,121.2,22,70.2,3.43,19.8,17.1,120,36250,12.2,0.4,0.04,14618,59.71,5.3,2195,1123,1,0.93,482,13.1,23.1,13.3,1056,32.27,22.9,13.92,82.6,0.4,0.29,12.2,0.23,259543,11.88,2,0.72,133.4,1.04,1.65,0.02,20.76,4405,0.05,0.2,6.04,70.5,2.8,55.7,5.23,70.4,68.1,721.6,0.4,5,5.41,60.8,79.4,15.76,4.84,24.8
geochem,2007190430,09.08.2008,-28.0591,145.6832,QLD,,2007190430001 Fine,lt1745,TOS,57900,3.7,311.8,0.14,5968,0.1,0.01,54.53,14.6,61.5,2.75,18.7,14.1,180,30130,12.3,0.6,0.03,9505,26.98,11,4046,612,0.5,0.1,3480,13,21.1,13.8,467,14.5,10.5,6.42,49.1,1,0.12,11.6,0.05,339052,5.71,2.8,0.8,150.1,0.89,0.85,0.04,8.61,6365,0.12,0.2,2.3,84.8,1.5,31.4,2.96,54.7,45.7,515.9,10.7,8,7.26,39.8,34.33,41.29,24.38,7.7
geochem,2007190431,28.05.2008,-30.5478,141.0262,NSW,,2007190431001 Fine,lt1746,TOS,52099,5.3,330.4,0.26,4310,0.1,0.04,88.42,9.2,58.4,3,18.6,18.4,180,28186,10.9,0.7,0.01,12991,45.57,9.1,5897,325,0.5,0.23,3776,14.9,19,13.3,345,14.07,7.69,9.9,55.4,0.4,0.15,12,0.03,351620,8.1,2.2,1.11,100.4,1.2,1.09,0.03,17.95,6161,0.13,0.1,3.98,75.9,2.9,39,4.67,55.7,57.1,1327,7.6,9,8.46,35.45,71.47,20.78,7.75,5.9
geochem,2007190432,22.02.2008,-26.559,120.0312,WA,,2007190432001 Fine,lt1747,TOS,109597,9.1,208.5,0.35,3259,0.1,0.11,56.52,27.5,132.9,6.38,67.8,65.2,240,74080,25.7,0.84,0.01,12285,28.46,9.2,9769,914,1.3,0.64,838,13.4,52.7,30.3,380,19.96,14.7,5.8,101.9,2.2,0.38,21.6,0.21,226666,4.577,3.3,1.48,50.1,1.22,0.644,0.09,4.87,5633,0.21,0.2,2.71,189.6,2.2,12.1,2.155,100.3,69.7,297.6,6.5,7,7.27,36.1,38.93,45.03,16.04,15.3
geochem,2007190433,06.08.2008,-15.2002,144.4336,QLD,,2007190433001 Fine,lt1748,TOS,46801,6.2,319.2,0.33,4889,0.1,0.09,99.98,11.1,68.5,5.23,16,16.4,280,24675,10.6,0.7,0.01,12294,50.96,12.2,2756,519,0.5,0.33,4110,17.7,27.8,21.5,694,17.88,13.3,11.16,79.4,1.4,0.57,9.5,0.11,352952,8.69,1.9,0.54,82.6,1.42,1.29,0.04,16.47,5639,0.08,0.1,4.78,61.9,4.4,48,4.89,50.4,62.1,747.2,1,7.5,6.63,30,81.84,14.69,3.47,7.6
geochem,2007190434,12.12.2007,-32.3446,121.7056,WA,2007191027,2007190434001 Fine,lt1749,TOS,113021,6.3,287.2,0.34,8126,0.1,0.05,99,21.4,246.6,4.86,41.8,34.7,260,46937,23.5,0.7,0.05,20694,48.13,50.1,8508,565,0.9,0.61,2292,12.7,118.6,93.9,279,26.54,21.6,11.24,113.9,0.8,0.51,17,0.08,235135,8.57,2.5,1.31,81,1.09,1.04,0.06,26.36,4758,0.29,0.2,2.55,85.1,2.5,28.4,2.98,69.4,60.8,223.3,11.5,7.5,8.17,62.6,45.96,39.11,14.93,15.2
geochem,2007190435,18.10.2007,-22.9733,149.2411,QLD,,2007190435001 Fine,lt1750,TOS,49368,3.8,349.8,0.22,5632,0.1,0.02,60.64,15.2,99.9,3.83,21.7,24.5,180,28326,11,0.6,0.01,14668,30.44,5,3714,550,0.6,0.39,6915,21.4,27,24.1,851,12.71,8.37,6.87,65.5,0.4,0.12,9.8,0.14,339108,5.95,2.2,0.7,125.5,1.5,0.9,0.02,9.91,9373,0.1,0.1,3.39,76.9,3.1,29.2,3.84,55.1,64.3,743.6,3.2,7,6.94,115.6,60.14,28.54,11.32,8
geochem,2007190436,15.12.2007,-33.7594,121.5597,WA,,2007190436001 Fine,lt1751,TOS,49241,3.2,468.7,0.13,9355,0.1,0.01,47.34,7.9,46.9,0.82,11.9,9.83,200,17135,9.9,0.4,0.01,9953,24.32,8.7,2527,217,1.5,0.5,12523,14.7,21.5,8.8,166,15.08,5.6,5.23,33.5,0.4,0.06,13.6,0.12,370728,4.24,1.6,0.42,219.9,1.74,0.62,0.04,12.61,5585,0.06,0.1,3.78,49,1.9,26.2,3.69,16.4,33.7,2264,2,5,5.34,40.1,90.02,7.6,2.38,3
geochem,2007190437,08.05.2008,-23.6237,117.587,WA,,2007190437001 Fine,lt1752,TOS,57942,8.2,347,0.37,7026,0.13,0.08,60.63,15.3,128.5,5.57,38.7,30,440,63352,14.8,0.82,0.01,14195,32.14,6.4,8068,713,1,0.78,2359,16.2,37.7,26.5,332,18.67,10.5,6.75,90.2,1.6,0.72,15,0.18,319477,5.412,4,0.96,51.5,1.22,0.752,0.03,15.06,7587,0.1,0.1,2.64,148.1,1.8,30.7,2.938,69.2,37.6,456.1,7.8,7.5,7.19,79.9,64.16,24.78,11.06,5.8
geochem,2007190438,08.10.2007,-16.8575,145.7147,QLD,,2007190438001 Fine,lt1753,TOS,54317,7.9,281.8,0.52,3559,0.1,0.01,75.15,14.4,64.4,6.56,18.3,24.6,280,26465,11.8,0.8,0.02,12999,38.39,14.8,3172,604,1,0.57,5357,16.7,21.8,20.1,428,19.79,14,8.39,93,1.5,0.43,9.5,0.15,342427,7.24,3.3,1.51,54.3,2.21,0.99,0.02,15.34,4567,0.19,0.1,4.32,54.2,5.3,42.5,4.01,55.4,69.5,380.4,2.1,5.5,4.44,148.6,48.25,43.6,8.15,8.3
geochem,2007190439,16.07.2007,-34.528,138.4622,SA,,2007190439001 Fine,lt1754,TOS,62108,3.5,426.2,0.28,3774,0.1,0.16,70,12,66.1,4.79,29.7,34.6,400,30109,14.2,0.8,0.01,19848,36.33,14.3,8611,372,0.8,0.52,6573,15.6,21.7,20.9,502,17.23,12.8,8.06,99.7,1,0.2,11.8,0.14,329349,7.05,2.5,1.07,82.1,1.97,0.89,0.04,13.02,5585,0.26,0.1,2.41,93.7,2.7,36.9,3.25,49.4,99.7,316,8.4,5,5.48,260,32.38,53.34,14.28,7.1
geochem,2007190441,19.05.2008,-20.4519,137.8378,NT,,2007190441001 Fine,lt1755,TOS,56296,2.3,289.7,0.29,4667,0.1,0.03,59.86,12.4,53.3,2.99,20.2,19.2,220,30732,12.2,0.6,0.01,6632,29.56,8.1,5294,488,0.4,0.18,542,12.1,18.2,13.8,253,18.13,13.6,6.44,56.7,0.4,0.09,12,0.01,333812,5.68,1.7,1.24,65.7,1.66,0.72,0.06,10.43,4950,0.19,0.1,2.17,66.5,2.3,31.4,3.2,46.4,51.7,651.4,9.8,5,6.73,29.5,40.07,44.83,15.1,10.1
geochem,2007190442,10.05.2008,-25.768,137.2317,NT,,2007190442001 Fine,lt1756,TOS,78188,4.9,353.2,0.25,15473,0.1,0.04,69.91,9.4,71,3.68,25.7,23.7,300,42859,17.1,0.7,0.01,12692,36.99,17.3,14629,294,0.5,0.19,9162,10.3,24.2,17.2,515,12.92,7.37,8.1,58.9,1.1,0.15,16.4,0.04,260435,6.93,2.8,1.16,221.5,1.52,0.79,0.04,15.03,5454,0.2,0.1,2.61,118.1,2.2,35.9,3.7,75.1,70.8,1142,10.9,6.5,7.3,2126,46.51,43.94,9.55,14.1
geochem,2007190444,11.03.2008,-32.4926,149.2693,NSW,,2007190444001 Fine,lt1757,TOS,50575,4.9,380.4,0.32,5310,0.1,0.01,58.4,10.5,48.6,4.64,15.6,15.1,260,23353,11.4,0.6,0.02,13722,30.96,6.1,3419,565,0.4,0.31,6432,12.7,14.8,10.8,397,16.98,12.5,6.67,83.9,1.4,0.27,11.1,0.1,347788,6.2,2.3,0.96,99.9,1.78,0.81,0.03,11.69,4651,0.12,0.1,3.58,66.4,2.9,37.4,3.84,53.5,68.5,663.2,1.1,5,5.48,59.7,60.2,31.96,7.84,7.8
geochem,2007190445,27.09.2007,-20.6988,141.4926,QLD,,2007190445001 Fine,lt1758,TOS,51474,4.1,313.6,0.19,6089,0.1,0.01,44.78,15.1,72.1,2.4,17.1,20.3,220,28557,10.3,0.6,0.01,7986,20.24,11,4878,720,0.4,0.24,5609,10,23.9,15.1,257,12.94,10.3,4.86,41,0.4,0.11,11,0.04,348919,4.59,1.4,0.78,152.3,1.45,0.56,0.02,6.59,5933,0.09,0.1,1.79,83,2,26.9,2.9,47.6,65.2,634.8,7.5,7.5,7.72,16.8,34.76,46.33,18.91,6.9
geochem,2007190446,08.08.2009,-26.3715,136.9148,SA,,2007190446001 Fine,lt1759,TOS,46134,5.7,406.1,0.39,9591,0.99,0.05,128.66,8.3,95.7,2.34,16.3,18.2,160,30018,12.2,0.59,0.04,13373,65.62,6.3,5662,403,0.4,0.07,4043,21.9,15.4,12.1,319,14.6,6.98,13.83,58.4,0.8,0.13,30.4,0.04,342207,10.927,2.7,1.38,125.3,1.71,1.556,0.02,29.58,9283,0.11,0.1,6.6,104.4,2,64.8,7.813,44,44.5,3944.3,3.3,9,8.96,43.1,86.73,10.09,3.18,7.2
geochem,2007190447,08.06.2008,-27.5286,144.0852,QLD,,2007190447001 Fine,lt1760,TOS,38258,2.2,294.8,0.15,1522,0.22,0.06,46.27,14.5,85.1,1.63,14.1,11.6,80,19478,7.6,0.5,0.01,5047,21.64,5.4,1441,612,0.5,0.31,1929,13.8,9.8,7.7,279,13.03,9.75,5.11,29.4,0.4,0.06,15.8,0.04,387718,4.47,1.2,0.74,70,1,0.7,0.06,9.45,6886,0.08,0.1,3.54,74.8,1.7,32,3.96,33.3,40.5,1810,4.6,8,6.69,29.6,57.03,30.45,12.52,4.2
geochem,2007190448,30.05.2008,-22.9118,132.2717,NT,,2007190448001 Fine,lt1761,TOS,34569,1.4,515.7,0.17,2158,0.23,0.03,150.4,4.6,36.7,1.73,8.7,6.91,120,15841,7.6,0.5,0.01,19823,76.14,5,1670,209,0.3,0.19,2597,15.4,8.5,4.6,314,18.24,5.88,16.4,82.6,0.4,0.05,15.1,0.02,397753,12.52,1.6,0.87,64.2,1.24,1.65,0.02,45.26,6454,0.1,0.1,7.47,47,1.5,62.9,6.41,27.3,26,1926,3.6,6.5,5.64,72.8,96.33,2.93,0.73,1.4
geochem,2007190450,23.01.2008,-32.1126,123.7398,WA,,2007190450001 Fine,lt1762,TOS,59102,3.8,221,0.16,107577,0.1,0.25,51.7,13.1,139,2.82,29.4,28.9,400,34257,13.3,0.5,0.04,16220,24.72,33.1,14219,511,0.8,1.19,2560,9.5,44.5,47.8,358,15.18,13,5.61,63.8,0.4,0.23,12.6,0.17,192826,4.5,1.1,1.1,241.2,0.72,0.61,0.02,12.95,5022,0.33,0.2,1.46,71.9,0.9,21.7,2.02,55.2,63.3,321.7,3.5,8.5,8.25,149,33.01,46.89,20.09,21.9
geochem,2007190451,27.05.2008,-25.6814,142.1746,QLD,,2007190451001 Fine,lt1763,TOS,62711,2.9,336.6,0.15,6161,0.1,0.04,42.33,10.6,58.1,2.9,18.6,20,220,31865,14,0.5,0.01,9745,21.34,17.9,5831,457,0.3,0.17,2574,9.3,16.8,14.3,367,11.73,8.73,5.14,46,0.4,0.07,13.9,0.02,325955,4.57,1.3,1.11,154.8,0.67,0.67,0.02,6.71,5424,0.19,0.2,1.75,89.5,1.2,27.6,2.72,58.7,66.7,757.8,12.3,8,7.135,65.65,34.66,45.17,20.17,9.3
geochem,2007190452,28.11.2007,-36.5163,150.031,NSW,,2007190452001 Fine,lt1764,TOS,73366,3,616.5,0.34,10170,0.18,0.05,152.33,15.4,58.1,9.41,13.5,8.99,480,32858,21.3,0.51,0.04,20503,28.64,15.7,6060,666,1.5,0.99,14230,27.4,17.9,12.1,707,23.08,14.1,11.25,140.7,1.4,0.12,14.7,0.18,285993,10.488,8.7,1.68,209.3,1.58,1.79,0.02,5.32,6874,0.15,0.3,7.3,91.7,2.6,65.4,7.772,83.5,42.5,1279,0.7,5.5,4.835,95.8,51.07,40.47,8.45,11.8
geochem,2007190453,05.10.2007,-16.9931,144.3018,QLD,,2007190453001 Fine,lt1765,TOS,59832,30.3,458.4,4.18,5932,0.31,0.35,98.29,6.3,24.8,11.03,26.4,27.7,380,21017,15.5,0.6,0.09,27609,49.11,18.6,3196,426,2.4,2.15,8220,16.6,7.9,6.1,262,59.27,53.9,11.42,211.7,4,1.76,11.6,0.03,345371,10.09,182.7,9.36,62.1,1.77,1.72,0.02,42.43,3572,0.24,0.3,8.49,43.8,23.3,76,7.5,97.3,106,814,3.3,6,5.29,21.1,88.9,8.89,2.21,5.2
geochem,2007190454,20.06.2009,-30.5436,131.0606,SA,,2007190454001 Fine,lt1766,TOS,58292,3.2,245.1,0.3,80439,0.23,0.17,52,10.3,74.2,3.07,20.9,31.5,160,31480,12.8,0.48,0.01,14884,26.75,13,12084,395,0.6,0.21,1150,11.8,22.9,21.4,397,16.35,13.6,5.73,63.4,0.9,0.8,12.7,0.16,233761,4.634,1.6,1.56,135.8,0.84,0.703,0.02,10.64,4573,0.26,0.2,1.56,58.8,1.2,28.2,2.827,60,74.6,646.1,7.5,9.5,8.85,106.4,54.05,26.4,19.55,18.2
geochem,2007190455,07.08.2007,-20.6699,147.6576,QLD,,2007190455001 Fine,lt1767,TOS,75939,1.9,386.3,0.16,24893,0.1,0.05,99.62,12.5,76,2,8,8.98,220,41789,15.2,0.7,0.01,14975,50.54,5.8,8671,914,0.3,0.26,22005,11.2,14.3,9,463,13.3,6.3,11.72,68.7,0.4,0.09,22.3,0.05,308718,9.84,1.8,1.02,352.5,0.86,1.35,0.02,24.05,7779,0.09,0.2,5.02,141.7,1.5,47.1,5.25,49.3,53.6,1257,2.1,5,5.42,10.42,79.88,14.74,5.37,2.2
geochem,2007190456,05.03.2008,-29.6179,120.9301,WA,,2007190456001 Fine,lt1768,TOS,55582,3.9,507.5,0.48,5882,0.15,0.1,47.18,12.6,464.3,2.3,20,21.7,140,45258,12.8,0.6,0.03,14601,27.64,6.9,3877,620,0.9,0.66,3717,17.4,47.3,29.5,288,18.95,9.6,5.31,69.4,0.9,0.22,14.1,0.11,338042,4.29,1.4,0.87,71.2,3.35,0.56,0.06,22.48,8270,0.08,0.1,3.08,109.5,2.5,32.4,3.54,52.5,45.9,781.1,8.5,6.5,6.74,86.9,90.82,6.15,3.03,5.3
geochem,2007190457,27.06.2008,-35.5403,138.5768,SA,2007191004,2007190457001 Fine,lt1769,TOS,54470,2.8,499.7,0.14,4302,0.1,0.09,77.81,5.7,43.7,3.02,8.3,8.6,320,19499,13,0.6,0.01,20064,40.26,14.6,4842,302,0.5,0.35,7901,12.6,9.7,9.1,384,16.61,9.56,8.69,102.2,0.4,0.06,10.3,0.17,351312,6.56,1.5,0.9,84.6,0.93,0.86,0.02,15.43,3865,0.21,0.1,3.1,50.8,1.1,33.7,3.05,24.1,33.6,539.8,0.5,6,5.13,129.1,56.64,35.65,7.7,6
geochem,2007190458,21.09.2007,-18.561,140.7191,QLD,2007190774,2007190458001 Fine,lt1770,TOS,55201,4.2,358,0.15,5889,0.1,0.18,57.84,15.7,67.7,2.67,19.4,21.3,240,28885,11.6,0.6,0.01,11663,27.44,19.6,4782,620,0.7,0.56,7315,12.6,18.6,21.3,546,13.94,12.1,6.44,57.7,0.4,0.15,12.2,0.08,343908,5.55,1.3,0.93,129.9,0.94,0.81,0.02,10.32,5909,0.15,0.2,3.12,97.9,1.4,33.1,3.22,49.8,77.3,595.3,5.4,6.5,6.13,42,30.2,49.11,20.69,6.6
