SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GS,DEPTH,pc.02.06,pc.06.12,pc.12.24,pc.24.49,pc.49.98,pc.98-2,pc2-3.9,pc3.9-4,pc4-7.8,pc7.8-15.6,pc15.6-20,pc20-31,pc31-37,pc37-44,pc44-50,pc50-53,pc53-62.5,pc62.5-74,pc74-75,pc75-88,pc88-100,pc100-105,pc105-125,pc125-149,pc149-177,pc17-200,pc200-210,pc210-250,pc250-300,pc300-350,pc350-420,pc420-500,pc500-590,pc590-710,pc710-840,pc840-1000,pc1000-1190,pc1190-1410,pc1410-1680,pc1680-2000
2007190001,09.08.2008,-12.6551,142.2717,QLD,,2007190001002 Bulk,bulk,BOS,0,0,0.009816,2.304363,6.795696,11.488493,10.938713,0.350878,7.452473,5.56899,1.549347,2.100518,0.895132,1.23494,1.322037,0.758377,2.796796,3.974004,0.364137,4.866142,4.457527,1.791114,6.543897,6.309498,5.328579,3.055382,1.037117,2.877373,1.805944,0.778426,0.549035,0.43439,0.260866,0,0,0,0,0,0,0
2007190001,09.08.2008,-12.6551,142.2717,QLD,,2007190001002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190001,09.08.2008,-12.6551,142.2717,QLD,,2007190001002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190002,09.08.2008,-13.1195,141.9851,QLD,,2007190002002 Bulk,bulk,BOS,0,0,0.042547,3.190064,8.586242,14.462555,14.071456,0.468395,10.801557,9.848941,3.069395,4.436866,1.584666,1.618248,1.330534,0.664692,2.134881,2.621422,0.226883,2.89247,2.492525,0.97051,3.42303,3.141324,2.540691,1.411986,0.47265,1.299716,0.837872,0.442932,0.362287,0.262951,0.189102,0.100609,0,0,0,0,0,0
2007190002,09.08.2008,-13.1195,141.9851,QLD,,2007190002002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190002,09.08.2008,-13.1195,141.9851,QLD,,2007190002002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190003,02.04.2008,-22.7017,114.8976,WA,2007190213,2007190003002 Bulk,bulk,BOS,0,0,0,0.562279,1.542691,3.605133,5.099963,0.197657,4.940064,4.910338,1.816067,3.866563,2.131199,2.592903,2.279146,1.144293,3.579061,4.097119,0.339356,4.135513,3.344754,1.264664,4.391208,4.161195,3.868161,2.703043,1.089109,4.02044,4.525507,4.087976,4.970092,4.56416,3.80147,3.277772,1.86085,0.870372,0.30162,0.058263,0,0
2007190003,02.04.2008,-22.7017,114.8976,WA,2007190213,2007190003002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190003,02.04.2008,-22.7017,114.8976,WA,2007190213,2007190003002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190004,03.05.2008,-22.7363,116.122,WA,,2007190004002 Bulk,bulk,BOS,0,0,0.031528,1.89728,4.547636,8.877171,11.496397,0.455477,12.449308,13.537823,4.616364,8.19586,3.581825,3.714506,2.833646,1.301544,3.642021,3.524895,0.2662,2.949584,2.028383,0.68923,2.07342,1.521657,1.061727,0.579482,0.205375,0.669513,0.678103,0.605935,0.749273,0.655842,0.443929,0.119064,0,0,0,0,0,0
2007190004,03.05.2008,-22.7363,116.122,WA,,2007190004002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190004,03.05.2008,-22.7363,116.122,WA,,2007190004002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190005,29.08.2007,-27.8225,153.0022,QLD,2007191059,2007190005002 Bulk,bulk,BOS,0,0,0,0.436373,1.742112,3.991664,5.446606,0.217499,5.601794,5.143616,1.647532,2.939412,1.260731,1.263096,0.93546,0.426259,1.218622,1.341977,0.115109,1.559362,1.618321,0.741539,3.398912,4.896539,6.437593,5.495619,2.3723,9.009456,9.546988,7.340506,6.976092,4.42589,2.209825,0.243198,0,0,0,0,0,0
2007190005,29.08.2007,-27.8225,153.0022,QLD,2007191059,2007190005002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190005,29.08.2007,-27.8225,153.0022,QLD,2007191059,2007190005002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190007,10.05.2008,-24.1167,118.3824,WA,,2007190007002 Bulk,bulk,BOS,0,0,0,1.131442,3.077926,5.924321,7.155973,0.271277,7.21451,8.315055,3.147688,6.025955,2.894031,3.314356,2.838584,1.419407,4.471919,5.250214,0.442621,5.499016,4.57209,1.749233,6.075236,5.50838,4.470638,2.519296,0.853242,2.382128,1.551803,0.780572,0.544193,0.31144,0.196103,0.09135,0,0,0,0,0,0
2007190007,10.05.2008,-24.1167,118.3824,WA,,2007190007002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190007,10.05.2008,-24.1167,118.3824,WA,,2007190007002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190009,04.02.2008,-29.5469,148.5809,NSW,,2007190009002 Bulk,bulk,BOS,0,0,0,1.614368,5.851097,12.567886,14.134629,0.477791,10.069375,6.562277,1.950153,3.835977,1.904122,2.139189,1.773224,0.867401,2.670614,3.080734,0.259634,3.25837,2.791656,1.097499,3.986502,3.942757,3.563368,2.241595,0.817262,2.537688,2.050614,1.342458,1.247076,0.875316,0.48221,0.007158,0,0,0,0,0,0
2007190009,04.02.2008,-29.5469,148.5809,NSW,,2007190009002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190009,04.02.2008,-29.5469,148.5809,NSW,,2007190009002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190010,10.04.2008,-17.1653,131.413,NT,,2007190010002 Bulk,bulk,BOS,0,0,0,0.663893,2.258438,5.630397,8.137335,0.318223,7.519537,5.372059,1.523095,2.7137,1.149675,1.137729,0.851275,0.398706,1.219677,1.548191,0.14322,2.05838,2.232471,1.020374,4.514851,5.97451,7.076651,5.505376,2.250843,7.961149,7.548654,5.23096,4.47656,2.528155,0.899545,0.136371,0,0,0,0,0,0
2007190010,10.04.2008,-17.1653,131.413,NT,,2007190010002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190010,10.04.2008,-17.1653,131.413,NT,,2007190010002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190011,31.10.2007,-28.3459,146.8424,QLD,,2007190011002 Bulk,bulk,BOS,0,0,0,0.977562,4.275898,10.440986,12.674774,0.460201,11.914323,13.722623,4.617244,6.874028,2.460317,2.345752,1.708657,0.771236,2.137966,2.081312,0.159395,1.816826,1.347548,0.491913,1.682262,1.641116,1.650331,1.238997,0.515324,1.943337,2.178618,1.896256,2.168742,1.806302,1.255362,0.659275,0.085516,0,0,0,0,0
2007190011,31.10.2007,-28.3459,146.8424,QLD,,2007190011002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190011,31.10.2007,-28.3459,146.8424,QLD,,2007190011002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190012,31.03.2008,-22.9801,145.2473,QLD,,2007190012002 Bulk,bulk,BOS,0,0,0,1.610725,4.506458,8.149125,9.641539,0.371813,10.032193,11.160888,4.240709,9.330777,4.897918,5.408062,4.225743,1.943678,5.364506,4.957201,0.360263,3.795859,2.343545,0.72999,1.92218,1.053609,0.500422,0.212582,0.076888,0.318438,0.485568,0.537001,0.705531,0.609013,0.401576,0.106203,0,0,0,0,0,0
2007190012,31.03.2008,-22.9801,145.2473,QLD,,2007190012002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190012,31.03.2008,-22.9801,145.2473,QLD,,2007190012002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190013,07.05.2008,-25.8488,135.2452,NT,,2007190013002 Bulk,bulk,BOS,0,0,0,0.201601,1.000289,2.357467,3.291137,0.132505,3.472743,3.74239,1.463105,2.245496,0.604059,0.503638,0.482485,0.308271,1.425552,2.781153,0.29415,4.537795,5.061584,2.268534,9.459927,11.0523,11.233187,7.557102,2.823989,8.836903,6.818233,3.776183,2.145432,0.122788,0,0,0,0,0,0,0,0
2007190013,07.05.2008,-25.8488,135.2452,NT,,2007190013002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190013,07.05.2008,-25.8488,135.2452,NT,,2007190013002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190014,22.10.2007,-35.7518,143.6603,VIC,,2007190014002 Bulk,bulk,BOS,0,0,0,1.421392,5.180195,13.642755,18.843282,0.710907,16.997676,14.391262,3.916083,4.79815,1.368218,1.198911,0.863386,0.399093,1.173571,1.283892,0.105263,1.2772,1.026,0.384826,1.307187,1.161344,0.970632,0.610456,0.233477,0.83248,0.958093,0.941188,1.252672,1.211164,0.947745,0.536916,0.054584,0,0,0,0,0
2007190014,22.10.2007,-35.7518,143.6603,VIC,,2007190014002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190014,22.10.2007,-35.7518,143.6603,VIC,,2007190014002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190015,25.10.2007,-23.5343,149.7069,QLD,,2007190015002 Bulk,bulk,BOS,0,0,0,1.889368,6.521337,14.98217,19.248115,0.730202,18.541025,18.900335,5.917925,7.618235,1.957682,1.372258,0.725769,0.263708,0.561243,0.363296,0.022166,0.208149,0.107353,0.033808,0.035857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007190015,25.10.2007,-23.5343,149.7069,QLD,,2007190015002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190015,25.10.2007,-23.5343,149.7069,QLD,,2007190015002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190016,03.07.2007,-30.8569,119.9266,WA,,2007190016002 Bulk,bulk,BOS,0,0,0.028093,1.155525,1.948507,2.985258,3.61749,0.136576,3.456657,3.249613,0.982096,1.572807,0.648462,0.670587,0.519874,0.24378,0.71224,0.768862,0.063289,0.794472,0.714679,0.300345,1.257248,1.686549,2.249566,2.055138,0.942016,3.982774,5.241422,5.2709,7.095453,7.413478,7.28963,7.991673,6.668109,5.923526,4.666191,3.193441,1.777718,0.725957
2007190016,03.07.2007,-30.8569,119.9266,WA,,2007190016002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190016,03.07.2007,-30.8569,119.9266,WA,,2007190016002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190017,07.06.2008,-20.7195,120.9245,WA,,2007190017002 Bulk,bulk,BOS,0,0,0,0.491247,1.099147,1.94253,2.531285,0.099131,2.735135,3.498079,1.19823,1.777071,0.837187,1.16433,1.2163,0.683733,2.461177,3.41823,0.311656,4.18387,3.92048,1.61576,6.212912,6.731016,6.758386,4.731688,1.851009,6.341096,6.045199,4.578564,4.790597,4.005643,3.332406,3.20148,2.370487,1.842658,1.157537,0.652597,0.201143,0.011005
2007190017,07.06.2008,-20.7195,120.9245,WA,,2007190017002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190017,07.06.2008,-20.7195,120.9245,WA,,2007190017002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190018,06.12.2007,-30.9634,118.7959,WA,,2007190018002 Bulk,bulk,BOS,0,0,0,0.639383,2.289962,6.506344,10.059454,0.407663,10.535834,10.201002,3.21089,4.764885,1.621895,1.456001,1.008054,0.44482,1.221775,1.217387,0.096036,1.141532,0.914138,0.349544,1.251085,1.264988,1.262097,0.932873,0.387955,1.50177,1.870959,1.941376,2.850045,3.350293,3.710845,4.569011,4.23825,4.118314,3.503925,2.627197,1.788841,0.743576
2007190018,06.12.2007,-30.9634,118.7959,WA,,2007190018002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190018,06.12.2007,-30.9634,118.7959,WA,,2007190018002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190019,30.11.2007,-34.876,150.4985,NSW,,2007190019002 Bulk,bulk,BOS,0,0,0,0.347708,1.076343,2.321106,3.510557,0.150828,4.313745,5.231552,1.989197,3.685135,1.750825,2.082747,1.895177,0.993983,3.354432,4.391952,0.392883,5.207375,4.810134,1.968066,7.483215,7.901651,7.601983,5.042104,1.89423,6.080809,5.07073,3.244291,2.736604,1.673605,0.885493,0.412012,0.17023,0.105355,0.088038,0.064811,0.047159,0.023934
2007190019,30.11.2007,-34.876,150.4985,NSW,,2007190019002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190019,30.11.2007,-34.876,150.4985,NSW,,2007190019002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190021,08.06.2008,-27.641,142.781,QLD,,2007190021002 Bulk,bulk,BOS,0,0,0,1.882377,6.387891,12.945377,14.46114,0.510276,12.255336,11.725096,3.589492,4.798092,1.441708,1.223896,0.819082,0.35578,0.961968,0.938155,0.073286,0.867465,0.700092,0.272474,1.018121,1.133699,1.259071,0.997394,0.424051,1.641816,1.946331,1.854077,2.459658,2.584209,2.530725,2.630612,1.868859,1.157482,0.271798,0.013116,0,0
2007190021,08.06.2008,-27.641,142.781,QLD,,2007190021002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190021,08.06.2008,-27.641,142.781,QLD,,2007190021002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190022,05.02.2008,-29.1282,149.0005,NSW,,2007190022002 Bulk,bulk,BOS,0,0,0.025924,2.638921,7.51497,14.013464,16.088124,0.604294,16.141715,19.033269,6.595943,9.079124,2.461588,1.755087,0.931656,0.3369,0.705897,0.437775,0.025865,0.232896,0.118749,0.035173,0.081904,0.00925,0,0,0.000633,0.040434,0.126425,0.154086,0.239105,0.249459,0.206507,0.114864,0,0,0,0,0,0
2007190022,05.02.2008,-29.1282,149.0005,NSW,,2007190022002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190022,05.02.2008,-29.1282,149.0005,NSW,,2007190022002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190023,03.04.2008,-22.874,138.7608,QLD,,2007190023002 Bulk,bulk,BOS,0,0,0,1.890148,6.221571,12.327248,13.385139,0.457106,10.267448,6.660364,0.865926,0.740083,1.082105,2.172081,2.492636,1.4011,4.822437,5.968805,0.503389,6.113186,4.766418,1.722231,5.453087,4.095427,2.573406,1.075904,0.291597,0.59373,0.247463,0.210793,0.428346,0.546495,0.472312,0.152021,0,0,0,0,0,0
2007190023,03.04.2008,-22.874,138.7608,QLD,,2007190023002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190023,03.04.2008,-22.874,138.7608,QLD,,2007190023002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190024,13.06.2008,-16.8116,122.8996,WA,,2007190024002 Bulk,bulk,BOS,0,0,0,0.384915,1.060636,2.255981,2.858102,0.102686,2.390975,2.16624,0.759114,1.589982,0.882125,1.081641,0.962075,0.489337,1.574494,1.937528,0.169506,2.237056,2.121429,0.902781,3.735763,4.727288,5.735025,4.753977,2.047938,7.899629,8.86183,7.489463,8.217811,6.680756,4.988866,4.000177,2.27854,1.285521,0.74013,0.385929,0.193662,0.051094
2007190024,13.06.2008,-16.8116,122.8996,WA,,2007190024002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190024,13.06.2008,-16.8116,122.8996,WA,,2007190024002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190025,19.10.2007,-22.3121,149.4741,QLD,,2007190025002 Bulk,bulk,BOS,0,0,0,2.630457,8.180848,14.857461,17.10679,0.650508,16.470664,14.650744,4.144223,5.89719,2.036678,1.865899,1.297276,0.566604,1.50452,1.363836,0.099944,1.080741,0.716855,0.238493,0.697832,0.48429,0.314756,0.164854,0.059238,0.213144,0.28314,0.330731,0.509462,0.56289,0.509505,0.397286,0.113139,0,0,0,0,0
2007190025,19.10.2007,-22.3121,149.4741,QLD,,2007190025002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190025,19.10.2007,-22.3121,149.4741,QLD,,2007190025002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190028,22.01.2008,-31.8126,123.8542,WA,,2007190028002 Bulk,bulk,BOS,0,0,0.047813,5.279625,13.172924,20.096745,16.302468,0.46121,9.006426,6.061879,1.429501,1.649201,0.53761,0.567645,0.486058,0.248706,0.822862,1.063702,0.095137,1.268806,1.191913,0.494711,1.925716,2.126809,2.169928,1.537661,0.606475,2.111389,2.104128,1.703594,1.912868,1.644956,1.210292,0.66124,0,0,0,0,0,0
2007190028,22.01.2008,-31.8126,123.8542,WA,,2007190028002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190028,22.01.2008,-31.8126,123.8542,WA,,2007190028002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190029,29.01.2008,-31.1569,125.6804,WA,,2007190029002 Bulk,bulk,BOS,0,0,0.037426,4.331042,10.811785,17.736715,16.678868,0.531312,11.734057,9.634506,2.564507,3.434383,1.348802,1.509162,1.281377,0.634064,1.948999,2.161011,0.175217,2.076503,1.587217,0.57398,1.853188,1.501584,1.118336,0.618863,0.21657,0.681682,0.648596,0.559047,0.683075,0.619812,0.459958,0.248357,0,0,0,0,0,0
2007190029,29.01.2008,-31.1569,125.6804,WA,,2007190029002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190029,29.01.2008,-31.1569,125.6804,WA,,2007190029002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190031,15.04.2008,-30.1907,147.7138,NSW,,2007190031002 Bulk,bulk,BOS,0,0,0,1.25664,4.629388,10.672155,13.130759,0.468644,10.378397,7.349274,2.149567,3.946939,1.845163,1.986674,1.57273,0.744953,2.202324,2.416325,0.200039,2.500578,2.180101,0.880485,3.380592,3.756758,3.926266,2.832945,1.121227,3.85372,3.582437,2.520965,2.283898,1.438167,0.714659,0.07723,0,0,0,0,0,0
2007190031,15.04.2008,-30.1907,147.7138,NSW,,2007190031002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190031,15.04.2008,-30.1907,147.7138,NSW,,2007190031002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190032,05.10.2007,-38.0882,144.2791,VIC,2007190632,2007190032002 Bulk,bulk,BOS,0,0,0,0.785001,2.698959,7.802185,13.50689,0.594851,16.652167,16.856622,4.822245,6.243276,1.874794,1.624978,1.12205,0.500242,1.405921,1.462907,0.118269,1.438918,1.19129,0.463296,1.685578,1.729527,1.716931,1.235769,0.499931,1.831321,2.017609,1.794028,2.159275,1.932994,1.444502,0.777995,0.009677,0,0,0,0,0
2007190032,05.10.2007,-38.0882,144.2791,VIC,2007190632,2007190032002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190032,05.10.2007,-38.0882,144.2791,VIC,2007190632,2007190032002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190033,02.04.2009,-24.997,131.4607,NT,,2007190033002 Bulk,bulk,BOS,0,0,0,0.029477,0.584109,1.537813,2.528038,0.10961,2.969871,2.782099,0.808039,1.302563,0.652829,0.877312,0.888101,0.493236,1.766266,2.467727,0.226575,3.071888,2.926027,1.217996,4.740545,5.225672,5.340876,3.811617,1.513162,5.321792,5.392804,4.446848,5.207023,5.007581,4.802257,5.335265,4.599075,4.224438,3.394274,2.392126,1.506981,0.498089
2007190033,02.04.2009,-24.997,131.4607,NT,,2007190033002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190033,02.04.2009,-24.997,131.4607,NT,,2007190033002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190034,10.05.2008,-24.1443,118.4823,WA,,2007190034002 Bulk,bulk,BOS,0,0,0,0.249082,0.906211,1.792367,2.139565,0.075829,1.715661,1.443781,0.502008,0.936633,0.421665,0.449557,0.358592,0.171565,0.513803,0.56702,0.046587,0.568344,0.464687,0.177592,0.626659,0.616284,0.628853,0.523428,0.245048,1.166151,2.018722,2.711123,4.836928,6.591431,8.106043,10.857542,10.81342,11.144596,9.963918,7.742747,5.440588,2.465969
2007190034,10.05.2008,-24.1443,118.4823,WA,,2007190034002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190034,10.05.2008,-24.1443,118.4823,WA,,2007190034002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190035,07.08.2007,-20.402,147.3506,QLD,2007190876,2007190035002 Bulk,bulk,BOS,0,0,0,0.81919,2.902718,7.709211,11.362451,0.451464,11.357442,9.948653,2.78204,4.148485,1.718699,1.91247,1.630924,0.818745,2.609237,3.148602,0.270622,3.451032,3.017635,1.198555,4.409181,4.464531,4.174045,2.733905,1.025668,3.316438,2.854883,1.934885,1.758679,1.175669,0.667065,0.226877,0,0,0,0,0,0
2007190035,07.08.2007,-20.402,147.3506,QLD,2007190876,2007190035002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190035,07.08.2007,-20.402,147.3506,QLD,2007190876,2007190035002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190036,31.05.2008,-26.3152,143.1686,QLD,,2007190036002 Bulk,bulk,BOS,0,0,0.031474,2.173793,5.718038,11.307365,13.735851,0.510414,12.310125,9.977,2.516053,3.02096,0.839667,0.675333,0.426337,0.179938,0.491046,0.562897,0.051542,0.76393,0.892708,0.42954,2.033346,2.941541,3.749371,3.075223,1.2932,4.740506,4.771816,3.545184,3.343878,2.2409,1.249959,0.401064,0,0,0,0,0,0
2007190036,31.05.2008,-26.3152,143.1686,QLD,,2007190036002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190036,31.05.2008,-26.3152,143.1686,QLD,,2007190036002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190038,07.10.2007,-19.8299,135.394,NT,,2007190038002 Bulk,bulk,BOS,0,0,0,0.599882,1.598509,3.099719,3.86102,0.150924,4.458367,6.626006,2.519106,3.883595,1.449385,1.506793,1.241983,0.617466,1.965021,2.400851,0.209018,2.725922,2.506559,1.038039,4.097859,4.752482,5.224963,3.975314,1.630594,5.912551,6.075574,4.813053,5.092755,4.147738,3.252056,2.864638,1.892618,1.330288,0.983757,0.731786,0.513348,0.250463
2007190038,07.10.2007,-19.8299,135.394,NT,,2007190038002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190038,07.10.2007,-19.8299,135.394,NT,,2007190038002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190039,16.11.2007,-27.533,115.2171,WA,2007190984,2007190039002 Bulk,bulk,BOS,0,0,0,1.306522,3.61651,7.77052,9.924453,0.374672,9.530764,9.27106,2.83111,4.201661,1.536278,1.50293,1.13781,0.531732,1.560647,1.692039,0.13843,1.690959,1.397959,0.541482,1.960225,2.012309,2.044889,1.539106,0.645897,2.511033,3.072049,3.026344,4.074019,4.241261,4.061445,4.147688,2.996023,2.030263,0.97303,0.106882,0,0
2007190039,16.11.2007,-27.533,115.2171,WA,2007190984,2007190039002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190039,16.11.2007,-27.533,115.2171,WA,2007190984,2007190039002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190041,01.10.2007,-20.6387,142.6312,QLD,,2007190041002 Bulk,bulk,BOS,0,0,0,1.209478,4.036292,9.14033,11.989557,0.462018,12.05443,12.623624,4.031575,5.993765,2.207236,2.202093,1.697733,0.79873,2.337057,2.454126,0.194515,2.261811,1.681364,0.598513,1.902507,1.540049,1.254152,0.859591,0.362689,1.509708,2.124111,2.305517,3.175114,3.090611,2.419706,1.422551,0.059443,0,0,0,0,0
2007190041,01.10.2007,-20.6387,142.6312,QLD,,2007190041002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190041,01.10.2007,-20.6387,142.6312,QLD,,2007190041002 Fine,lt75mcr,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007190042,03.03.2008,-38.0123,143.6445,VIC,,2007190042002 Bulk,bulk,BOS,0,0,0,0.457879,1.62387,4.183675,6.672221,0.277895,6.987954,5.398625,1.453063,2.510187,1.174046,1.29739,1.053466,0.505665,1.509294,1.654061,0.135959,1.682815,1.453698,0.58999,2.340522,2.891629,3.590754,3.110443,1.383223,5.594596,6.78798,6.190604,7.337447,6.471126,5.200515,4.408022,2.602799,1.313833,0.154752,0,0,0
2007190042,03.03.2008,-38.0123,143.6445,VIC,,2007190042002 Coarse,lt2mm,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
