"SITEID","TARGSITEID","SAMPLEID","HgCOMP"
2007190849,"TS1151",2007190849001,97.2089
2007190849,"TS1151",2007190849002,31.1467
2007190850,"TS0213",2007190850001,9.2906
2007190850,"TS0213",2007190850002,7.93845
2007190851,"TS0147",2007190851001,6.7195
2007190851,"TS0147",2007190851002,7.7729
2007190852,"TS0779",2007190852001,11.4859
2007190852,"TS0779",2007190852002,9.8489
2007190853,"TS0146",2007190853001,12.5665
2007190854,"TS0052",2007190854001,9.4116
2007190854,"TS0052",2007190854002,10.31415
2007190855,"TS0487",2007190855001,43.7092
2007190855,"TS0487",2007190855002,19.4386
2007190856,"TS0684",2007190856001,5.478
2007190856,"TS0684",2007190856002,4.2966
2007190857,"TS0825",2007190857001,19.72965
2007190857,"TS0825",2007190857002,10.3281
2007190858,"TS0924",2007190858001,14.65
2007190858,"TS0924",2007190858002,9.681
2007190859,"TS0289",2007190859001,3.2975
2007190859,"TS0289",2007190859002,2.8058
2007190861,"TS0461",2007190861001,11.2789
2007190861,"TS0461",2007190861002,13.143
2007190862,"TS0706",2007190862001,6.8605
2007190862,"TS0706",2007190862002,3.83025
2007190864,"TS0464",2007190864001,19.3263
2007190864,"TS0464",2007190864002,22.4589
2007190866,"TS0686",2007190866001,27.2975
2007190866,"TS0686",2007190866002,39.1692
2007190867,"TS1032",2007190867001,11.55535
2007190867,"TS1032",2007190867002,12.3164
2007190868,"TS0678",2007190868001,6.4818
2007190868,"TS0678",2007190868002,2.7277
2007190870,"TS0025",2007190870001,23.2149
2007190870,"TS0025",2007190870002,27.3675
2007190871,"TS0613",2007190871001,13.9359
2007190871,"TS0613",2007190871002,38.5547
2007190874,"TS0722",2007190874001,12.384
2007190874,"TS0722",2007190874002,19.8766
2007190875,"TS0087",2007190875001,11.5792
2007190875,"TS0087",2007190875002,6.0051
2007190876,"TS0968",2007190876001,12.4311
2007190876,"TS0968",2007190876002,11.7573
2007190877,"TS0631",2007190877001,84.8201
2007190877,"TS0631",2007190877002,21.6883
2007190878,"TS1084",2007190878001,233.8186
2007190878,"TS1084",2007190878002,51.0776
2007190879,"TS0679",2007190879001,15.27675
2007190879,"TS0679",2007190879002,8.8907
2007190881,"TS0513",2007190881001,8.17485
2007190881,"TS0513",2007190881002,0.8974
2007190882,"TS0729",2007190882001,12.2623
2007190882,"TS0729",2007190882002,8.4087
2007190883,"TS0477",2007190883001,26.0403
2007190883,"TS0477",2007190883002,5.46765
2007190884,"TS0714",2007190884001,12.1781
2007190884,"TS0714",2007190884002,7.6144
2007190885,"TS1340",2007190885001,185.7068
2007190885,"TS1340",2007190885002,19.5995
2007190886,"TS1328",2007190886001,51.2541
2007190886,"TS1328",2007190886002,42.6464
2007190887,"TS0659",2007190887001,12.70105
2007190887,"TS0659",2007190887002,12.7855
2007190888,"TS0010",2007190888001,35.1749
2007190888,"TS0010",2007190888002,26.5524
2007190889,"TS0616",2007190889001,21.6848
2007190890,"TS0553",2007190890002,2.9535
2007190891,"TS0794",2007190891001,27.6541
2007190891,"TS0794",2007190891002,13.259
2007190894,"TS0560",2007190894001,19.1344
2007190894,"TS0560",2007190894002,48.8598
2007190895,"TS1188",2007190895001,12.6006
2007190895,"TS1188",2007190895002,7.5281
2007190896,"TS0429",2007190896001,22.2004
2007190896,"TS0429",2007190896002,20.5459
2007190897,"TS1070",2007190897001,17.5109
2007190897,"TS1070",2007190897002,11.52775
2007190898,"TS1127",2007190898001,37.7842
2007190898,"TS1127",2007190898002,34.025
2007190901,"TS0564",2007190901001,6.0764
2007190901,"TS0564",2007190901002,18.6054
2007190902,"TS1363",2007190902001,22.2549
2007190902,"TS1363",2007190902002,24.3586
2007190903,"TS0660",2007190903001,15.1741
2007190903,"TS0660",2007190903002,20.9858
2007190904,"TS0268",2007190904001,22.10965
2007190904,"TS0268",2007190904002,91.8277
2007190905,"TS0766",2007190905001,22.2542
2007190905,"TS0766",2007190905002,17.3749
2007190906,"TS0165",2007190906001,14.6009
2007190906,"TS0165",2007190906002,8.72605
2007190907,"TS0024",2007190907001,32.3783
2007190907,"TS0024",2007190907002,32.2403
2007190909,"TS0847",2007190909001,12.4744
2007190909,"TS0847",2007190909002,13.2326
2007190910,"TS0778",2007190910001,16.4035
2007190910,"TS0778",2007190910002,20.2219
2007190912,"TS0994",2007190912001,26.5467
2007190912,"TS0994",2007190912002,13.712
2007190913,"TS0048",2007190913001,36.12165
2007190913,"TS0048",2007190913002,47.0455
2007190914,"TS0511",2007190914001,43.0227
2007190914,"TS0511",2007190914002,45.8815
2007190915,"TS0406",2007190915001,19.3254
2007190915,"TS0406",2007190915002,8.0087
2007190916,"TS0765",2007190916001,14.9129
2007190916,"TS0765",2007190916002,8.9552
2007190917,"TS0334",2007190917001,26.0023
2007190917,"TS0334",2007190917002,16.66395
2007190918,"TS0125",2007190918001,46.6925
2007190918,"TS0125",2007190918002,29.058
2007190919,"TS0949",2007190919001,14.24
2007190921,"TS0935",2007190921001,15.7855
2007190921,"TS0935",2007190921002,9.5524
2007190922,"TS0127",2007190922001,56.2892
2007190922,"TS0127",2007190922002,126.2854
2007190923,"TS0469",2007190923001,16.2468
2007190923,"TS0469",2007190923002,19.9991
2007190924,"TS0728",2007190924001,16.42675
2007190924,"TS0728",2007190924002,29.0698
2007190925,"TS0906",2007190925001,39.9964
2007190925,"TS0906",2007190925002,7.3052
2007190926,"TS1236",2007190926001,40.1202
2007190926,"TS1236",2007190926002,17.1841
2007190927,"TS1217",2007190927001,98.9496
2007190927,"TS1217",2007190927002,77.9223
2007190928,"TS0480",2007190928001,31.603
2007190928,"TS0480",2007190928002,46.6384
2007190929,"TS1182",2007190929001,65.3358
2007190930,"TS0885",2007190930001,7.5725
2007190930,"TS0885",2007190930002,8.411
2007190931,"TS0817",2007190931001,28.127
2007190931,"TS0817",2007190931002,22.8916
2007190932,"TS0341",2007190932001,65.8895
2007190932,"TS0341",2007190932002,29.9348
2007190933,"TS1106",2007190933001,15.1346
2007190933,"TS1106",2007190933002,2.6812
2007190936,"TS1113",2007190936001,22.60985
2007190936,"TS1113",2007190936002,20.9376
2007190939,"TS0146",2007190939001,11.4281
2007190939,"TS0146",2007190939002,8.1516
2007190941,"TS0861",2007190941001,13.5259
2007190941,"TS0861",2007190941002,4.78165
2007190942,"TS0225",2007190942001,4.4579
2007190942,"TS0225",2007190942002,5.3438
2007190943,"TS1213",2007190943001,8.0827
2007190943,"TS1213",2007190943002,5.5249
2007190945,"TS1225",2007190945001,67.7267
2007190945,"TS1225",2007190945002,72.2626
2007190946,"TS0791",2007190946001,5.0154
2007190946,"TS0791",2007190946002,14.5508
2007190947,"TS1188",2007190947001,15.805
2007190947,"TS1188",2007190947002,8.3469
2007190948,"TS0821",2007190948001,5.923
2007190948,"TS0821",2007190948002,3.2106
2007190949,"TS0021",2007190949001,19.3253
2007190949,"TS0021",2007190949002,14.53415
2007190950,"TS0830",2007190950001,36.6606
2007190951,"TS0423",2007190951001,19.875
2007190951,"TS0423",2007190951002,35.9832
2007190952,"TS0588",2007190952001,37.3119
2007190952,"TS0588",2007190952002,17.7455
2007190953,"TS0557",2007190953001,9.8419
2007190953,"TS0557",2007190953002,12.8605
2007190954,"TS0607",2007190954001,11.9271
2007190954,"TS0607",2007190954002,4.40045
2007190955,"TS0134",2007190955001,8.3609
2007190955,"TS0134",2007190955002,21.0862
2007190958,"TS0953",2007190958001,17.4228
2007190958,"TS0953",2007190958002,4.9145
2007190959,"TS0541",2007190959001,21.77365
2007190959,"TS0541",2007190959002,11.3279
2007190962,"TS0217",2007190962001,14.427
2007190962,"TS0217",2007190962002,16.8626
2007190963,"TS0696",2007190963001,3.9532
2007190963,"TS0696",2007190963002,5.3375
2007190964,"TS1331",2007190964001,32.2931
2007190964,"TS1331",2007190964002,31.8732
2007190966,"TS0224",2007190966001,12.9401
2007190966,"TS0224",2007190966002,5.835
2007190967,"TS0041",2007190967001,14.1836
2007190967,"TS0041",2007190967002,6.6962
2007190968,"TS1148",2007190968001,13.4497
2007190968,"TS1148",2007190968002,4.6207
2007190969,"TS1258",2007190969001,28.8921
2007190969,"TS1258",2007190969002,27.6977
2007190970,"TS1372",2007190970001,58.4736
2007190970,"TS1372",2007190970002,39.6143
2007190971,"TS0677",2007190971001,15.02
2007190971,"TS0677",2007190971002,12.67
2007190972,"TS1255",2007190972001,12.1928
2007190972,"TS1255",2007190972002,15.5347
2007190973,"TS0430",2007190973001,56.8449
2007190973,"TS0430",2007190973002,36.5566
2007190974,"TS0741",2007190974001,21.6061
2007190974,"TS0741",2007190974002,10.1801
2007190975,"TS0453",2007190975001,37.2739
2007190975,"TS0453",2007190975002,42.3983
2007190976,"TS0401",2007190976001,60.88775
2007190976,"TS0401",2007190976002,47.2424
2007190978,"TS1244",2007190978001,18.2039
2007190978,"TS1244",2007190978002,21.6319
2007190979,"TS0962",2007190979001,10.0354
2007190979,"TS0962",2007190979002,6.5603
2007190982,"TS1286",2007190982001,9.7031
2007190982,"TS1286",2007190982002,5.2233
2007190984,"TS0515",2007190984001,12.1789
2007190984,"TS0515",2007190984002,11.3567
2007190985,"TS0795",2007190985001,21.7562
2007190985,"TS0795",2007190985002,15.7407
2007190986,"TS0796",2007190986002,3.5514
2007190989,"TS0404",2007190989001,55.8852
2007190989,"TS0404",2007190989002,6.7415
2007190990,"TS0894",2007190990001,27.2856
2007190990,"TS0894",2007190990002,7.125
2007190991,"TS1289",2007190991001,8.8953
2007190991,"TS1289",2007190991002,7.3957
2007190992,"TS1058",2007190992001,20.31755
2007190992,"TS1058",2007190992002,14.995
2007190993,"TS1376",2007190993001,58.5553
2007190993,"TS1376",2007190993002,44.6035
2007190994,"TS0731",2007190994001,20.0192
2007190994,"TS0731",2007190994002,15.4434
2007190995,"TS0139",2007190995001,41.6305
2007190995,"TS0139",2007190995002,14.4423
2007190996,"TS0841",2007190996001,14.5395
2007190996,"TS0841",2007190996002,4.44
2007190997,"TS0530",2007190997001,27.5641
2007190997,"TS0530",2007190997002,35.5627
2007190998,"TS0880",2007190998001,4.7092
2007190998,"TS0880",2007190998002,3.3109
2007190999,"TS1154",2007190999001,26.0193
2007190999,"TS1154",2007190999002,13.3797
2007191001,"TS0920",2007191001001,57.1471
2007191001,"TS0920",2007191001002,47.1147
2007191002,"TS0768",2007191002001,11.2643
2007191002,"TS0768",2007191002002,3.2205
2007191003,"TS0337",2007191003001,16.9341
2007191003,"TS0337",2007191003002,12.2673
2007191004,"TS0124",2007191004001,15.8223
2007191004,"TS0124",2007191004002,3.8645
2007191005,"TS0951",2007191005001,10.5931
2007191005,"TS0951",2007191005002,6.64475
2007191006,"TS0326",2007191006001,9.398
2007191006,"TS0326",2007191006002,2.8079
2007191007,"TS1031",2007191007001,16.6276
2007191007,"TS1031",2007191007002,11.79
2007191008,"TS0753",2007191008001,19.31395
2007191008,"TS0753",2007191008002,9.1222
2007191011,"TS0971",2007191011001,11.6338
2007191011,"TS0971",2007191011002,9.941
2007191012,"TS1378",2007191012001,168.2288
2007191012,"TS1378",2007191012002,42.3236
2007191013,"TS0692",2007191013001,14.8144
2007191013,"TS0692",2007191013002,11.8371
2007191014,"TS1282",2007191014001,35.6847
2007191014,"TS1282",2007191014002,11.0732
2007191015,"TS1071",2007191015001,40.5551
2007191015,"TS1071",2007191015002,56.0367
2007191016,"TS0688",2007191016001,13.5345
2007191016,"TS0688",2007191016002,9.5904
2007191018,"TS0405",2007191018001,29.6674
2007191018,"TS0405",2007191018002,23.0099
2007191019,"TS0929",2007191019001,6.3127
2007191019,"TS0929",2007191019002,7.4926
2007191021,"TS0347",2007191021001,17.1761
2007191068,"TS0736",2007191068002,8.4892
2007191069,"TS0898",2007191069001,21.2314
2007191069,"TS0898",2007191069002,7.2131
2007191070,"TS0027",2007191070001,38.2323
2007191070,"TS0027",2007191070002,88.03785
2007191071,"TS0745",2007191071001,6.7139
2007191071,"TS0745",2007191071002,4.1159
2007191073,"TS1166",2007191073001,8.1108
2007191073,"TS1166",2007191073002,4.7837
2007191074,"TS1167",2007191074001,25.0322
2007191074,"TS1167",2007191074002,11.5342
2007191076,"TS0626",2007191076001,52.0314
2007191076,"TS0626",2007191076002,56.4502
2007191077,"TS0801",2007191077001,10.3083
2007191077,"TS0801",2007191077002,15.0677
2007191078,"TS0922",2007191078001,6.5098
2007191078,"TS0922",2007191078002,6.2124
2007191079,"TS1310",2007191079001,30.5471
2007191079,"TS1310",2007191079002,39.2335
2007191082,"TS0127",2007191082001,42.6987
2007191082,"TS0127",2007191082002,101.3772
2007191084,"TS0840",2007191084001,19.5639
2007191084,"TS0840",2007191084002,2.306
2007191085,"TS1170",2007191085001,9.7829
2007191085,"TS1170",2007191085002,13.263
2007191087,"TS0998",2007191087001,19.9455
2007191087,"TS0998",2007191087002,37.3373
2007191088,"TS0619",2007191088001,62.9144
2007191088,"TS0619",2007191088002,38.5425
2007191089,"TS0098",2007191089001,2.8004
2007191089,"TS0098",2007191089002,1.2896
2007191090,"TS1173",2007191090001,8.299
2007191090,"TS1173",2007191090002,12.09725
2007191091,"TS1162",2007191091001,23.1892
2007191091,"TS1162",2007191091002,28.8344
2007191092,"TS1323",2007191092001,51.7211
2007191092,"TS1323",2007191092002,47.5303
2007191093,"TS1234",2007191093001,16.2071
2007191093,"TS1234",2007191093002,7.553
2007191094,"TS0582",2007191094001,32.499
2007191094,"TS0582",2007191094002,16.2699
2007191096,"TS1300",2007191096001,27.23475
2007191096,"TS1300",2007191096002,8.1534
2007191097,"TS0183",2007191097001,5.0237
2007191097,"TS0183",2007191097002,7.2818
2007191098,"TS1020",2007191098001,39.4011
2007191098,"TS1020",2007191098002,21.0514
2007191099,"TS0071",2007191099001,7.37
2007191099,"TS0071",2007191099002,12.2873
2007191101,"TS0952",2007191101001,11.605
2007191101,"TS0952",2007191101002,7.3105
2007191102,"TS0873",2007191102001,11.64205
2007191102,"TS0873",2007191102002,6.2969
2007191103,"TS0836",2007191103001,28.5154
2007191103,"TS0836",2007191103002,25.0841
2007191105,"TS0039",2007191105001,37.581
2007191105,"TS0039",2007191105002,29.3268
2007191107,"TS0525",2007191107001,16.588
2007191107,"TS0525",2007191107002,15.1061
2007191109,"TS0135",2007191109001,9.5408
2007191109,"TS0135",2007191109002,16.5444
2007191110,"TS1353",2007191110001,14.5211
2007191110,"TS1353",2007191110002,26.4527
2007191111,"TS0102",2007191111001,16.1022
2007191111,"TS0102",2007191111002,12.372
2007191112,"TS0790",2007191112001,11.8509
2007191112,"TS0790",2007191112002,5.089
2007191113,"TS1336",2007191113001,24.65895
2007191113,"TS1336",2007191113002,28.372
2007191114,"TS0615",2007191114001,34.6928
2007191114,"TS0615",2007191114002,25.4215
2007191115,"TS0680",2007191115001,6.46435
2007191115,"TS0680",2007191115002,9.5868
2007191116,"TS0743",2007191116001,29.1513
2007191116,"TS0743",2007191116002,19.5859
2007191117,"TS0568",2007191117001,32.1913
2007191117,"TS0568",2007191117002,25.39365
2007191118,"TS1275",2007191118001,9.1384
2007191118,"TS1275",2007191118002,199.8328
2007191119,"TS1028",2007191119001,16.769
2007191119,"TS1028",2007191119002,525.2754
2007191121,"TS0561",2007191121001,13.0504
2007191121,"TS0561",2007191121002,15.9587
2007191122,"TS0540",2007191122001,45.1964
2007191122,"TS0540",2007191122002,28.3522
2007191123,"TS0937",2007191123001,16.0111
2007191123,"TS0937",2007191123002,7.0462
2007191125,"TS1291",2007191125001,19.1384
2007191125,"TS1291",2007191125002,17.8913
2007191126,"TS0359",2007191126001,8.9686
2007191126,"TS0359",2007191126002,5.5704
2007191128,"TS1063",2007191128001,86.6186
2007191128,"TS1063",2007191128002,26.586
2007191129,"TS1136",2007191129001,8.6322
2007191129,"TS1136",2007191129002,7.4358
2007191130,"TS0548",2007191130001,13.116
2007191130,"TS0548",2007191130002,13.1221
2007191132,"TS1207",2007191132001,8.3311
2007191132,"TS1207",2007191132002,6.6502
2007191134,"TS0533",2007191134001,14.0104
2007191134,"TS0533",2007191134002,5.8472
2007191135,"TS0331",2007191135001,29.2193
2007191135,"TS0331",2007191135002,21.5485
2007191136,"TS0940",2007191136001,11.8056
2007191136,"TS0940",2007191136002,10.91375
2007191138,"TS0152",2007191138001,16.9071
2007191138,"TS0152",2007191138002,23.9419
2007191139,"TS0755",2007191139001,17.0272
2007191139,"TS0755",2007191139002,17.1357
2007191141,"TS0063",2007191141001,6.23375
2007191141,"TS0063",2007191141002,6.8084
2007191142,"TS0887",2007191142001,22.1449
2007191142,"TS0887",2007191142002,12.5585
2007191143,"TS0014",2007191143001,52.8754
2007191143,"TS0014",2007191143002,70.9357
2007191144,"TS0623",2007191144001,17.5636
2007191144,"TS0623",2007191144002,25.3907
2007191145,"TS0133",2007191145001,27.9915
2007191145,"TS0133",2007191145002,83.9254
2007191147,"TS0868",2007191147001,23.9999
2007191147,"TS0868",2007191147002,27.9439
2007191149,"TS0733",2007191149001,7.4382
2007191149,"TS0733",2007191149002,5.6196
2007191152,"TS0761",2007191152001,6.42505
2007191152,"TS0761",2007191152002,9.1673
2007191154,"TS1050",2007191154001,30.6978
2007191154,"TS1050",2007191154002,22.1044
2007191155,"TS0005",2007191155001,7.2693
2007191155,"TS0005",2007191155002,13.1182
2007191156,"TS0141",2007191156001,24.5985
2007191156,"TS0141",2007191156002,15.4873
2007191157,"TS0622",2007191157001,23.5625
2007191157,"TS0622",2007191157002,19.9314
2007191158,"TS1241",2007191158001,26.6149
2007191158,"TS1241",2007191158002,10.106
2007191159,"TS0516",2007191159001,8.5755
2007191159,"TS0516",2007191159002,15.2422
2007191161,"TS0419",2007191161001,7.0704
2007191161,"TS0419",2007191161002,1.4849
2007191165,"TS0332",2007191165001,5.2975
2007191165,"TS0332",2007191165002,3.3648
2007191166,"TS1383",2007191166001,45.6319
2007191166,"TS1383",2007191166002,16.9733
2007191167,"TS0012",2007191167001,44.734
2007191167,"TS0012",2007191167002,30.5938
2007191168,"TS1252",2007191168001,19.285
2007191168,"TS1252",2007191168002,13.5924
2007191169,"TS0941",2007191169001,19.8162
2007191169,"TS0941",2007191169002,13.9957
2007191172,"TS0371",2007191172001,13.1127
2007191172,"TS0371",2007191172002,3.7551
2007191173,"TS0732",2007191173001,24.9933
2007191173,"TS0732",2007191173002,21.3558
2007191174,"TS0056",2007191174001,10.018
2007191175,"TS0802",2007191175001,23.7364
2007191175,"TS0802",2007191175002,20.2287
2007191176,"TS1174",2007191176001,26.988
2007191176,"TS1174",2007191176002,34.9126
2007191178,"TS0958",2007191178001,11.5894
2007191178,"TS0958",2007191178002,10.1349
2007191179,"TS0617",2007191179001,34.7708
2007191179,"TS0617",2007191179002,46.9665
2007191181,"TS0036",2007191181001,38.287
2007191181,"TS0036",2007191181002,16.2447
2007191182,"TS1354",2007191182001,18.3416
2007191182,"TS1354",2007191182002,18.6299
2007191183,"TS0046",2007191183001,6.6693
2007191183,"TS0046",2007191183002,6.6008
2007191184,"TS1141",2007191184001,32.0685
2007191184,"TS1141",2007191184002,55.8562
2007191186,"TS1124",2007191186001,27.3373
2007191186,"TS1124",2007191186002,10.752
2007191187,"TS1023",2007191187001,29.2259
2007191187,"TS1023",2007191187002,26.3841
2007191188,"TS0447",2007191188001,11.64515
2007191188,"TS0447",2007191188002,16.576
2007191190,"TS0960",2007191190001,13.3878
2007191190,"TS0960",2007191190002,9.6425
2007191192,"TS0397",2007191192001,6.6559
2007191192,"TS0397",2007191192002,9.4812
2007191193,"TS1309",2007191193001,20.5295
2007191193,"TS1309",2007191193002,17.3523
2007191194,"TS0628",2007191194001,22.0765
2007191194,"TS0628",2007191194002,20.51085
2007191195,"TS1252",2007191195001,17.6494
2007191195,"TS1252",2007191195002,22.2852
2007191197,"TS1029",2007191197001,17.67
2007191197,"TS1029",2007191197002,11.8414
2007191198,"TS0178",2007191198002,11.7979
2007191199,"TS0512",2007191199001,23.6744
2007191199,"TS0512",2007191199002,28.8032
2007191201,"TS0843",2007191201001,17.4376
2007191201,"TS0843",2007191201002,41.8036
2007191202,"TS1108",2007191202001,19.9771
2007191202,"TS1108",2007191202002,17.8069
2007191203,"TS1315",2007191203001,26.0549
2007191203,"TS1315",2007191203002,23.7184
2007191204,"TS0973",2007191204001,15.8911
2007191204,"TS0973",2007191204002,14.7076
2007191206,"TS1385",2007191206001,81.735
2007191207,"TS1065",2007191207001,32.9112
2007191207,"TS1065",2007191207002,23.2664
2007191208,"TS0065",2007191208001,12.6901
2007191208,"TS0065",2007191208002,16.1666
2007191209,"TS1131",2007191209001,26.58
2007191209,"TS1131",2007191209002,21.5203
2007191210,"TS1329",2007191210001,54.64875
2007191210,"TS1329",2007191210002,60.8492
2007191211,"TS1323",2007191211001,60.9727
2007191211,"TS1323",2007191211002,29.0318
2007191212,"TS1240",2007191212001,20.9611
2007191212,"TS1240",2007191212002,28.6829
2007191214,"TS0976",2007191214001,12.3976
2007191214,"TS0976",2007191214002,10.0628
2007191215,"TS1033",2007191215001,38.0711
2007191215,"TS1033",2007191215002,20.6005
2007191216,"TS0775",2007191216001,28.2791
2007191216,"TS0775",2007191216002,31.1639
2007191218,"TS0671",2007191218002,14.2044
2007191219,"TS1119",2007191219001,7.1637
2007191219,"TS1119",2007191219002,5.04215
2007191221,"TS1318",2007191221001,215.9967
2007191221,"TS1318",2007191221002,30.7525
2007191222,"TS0676",2007191222001,13.6304
2007191222,"TS0676",2007191222002,12.9834
2007191223,"TS0859",2007191223001,76.2538
2007191223,"TS0859",2007191223002,26.5403
2007191224,"TS0713",2007191224001,4.7935
2007191224,"TS0713",2007191224002,5.4761
2007191225,"TS0163",2007191225001,15.2979
2007191225,"TS0163",2007191225002,12.1049
2007191226,"TS0572",2007191226001,34.17655
2007191226,"TS0572",2007191226002,22.6141
2007191227,"TS0881",2007191227001,8.1181
2007191227,"TS0881",2007191227002,2.3275
2007191228,"TS1074",2007191228001,8.7855
2007191229,"TS0652",2007191229001,3.4317
2007191229,"TS0652",2007191229002,6.1246
2007191230,"TS0544",2007191230001,25.2689
2007191230,"TS0544",2007191230002,20.2585
2007191231,"TS1198",2007191231001,10.1497
2007191231,"TS1198",2007191231002,7.9047
2007191232,"TS0584",2007191232001,42.4885
2007191232,"TS0584",2007191232002,45.5433
2007191233,"TS0683",2007191233001,24.38765
2007191233,"TS0683",2007191233002,12.9148
2007191234,"TS1205",2007191234001,12.4101
2007191234,"TS1205",2007191234002,10.7503
2007191236,"TS0934",2007191236001,14.7077
2007191236,"TS0934",2007191236002,16.82745
2007191237,"TS0624",2007191237001,14.283
2007191237,"TS0624",2007191237002,17.3415
2007191238,"TS0985",2007191238001,7.7299
2007191238,"TS0985",2007191238002,5.258
2007191239,"TS1092",2007191239001,8.0852
2007191239,"TS1092",2007191239002,5.0449
2007191241,"TS0174",2007191241001,3.8239
2007191241,"TS0174",2007191241002,4.0453
2007191243,"TS0965",2007191243001,7.4471
2007191244,"TS1053",2007191244001,4.2246
2007191244,"TS1053",2007191244002,2.3852
2007191245,"TS1372",2007191245001,108.5158
2007191245,"TS1372",2007191245002,30.4937
2007191246,"TS0115",2007191246001,9.8768
2007191246,"TS0115",2007191246002,6.9493
2007191247,"TS0697",2007191247001,9.2702
2007191247,"TS0697",2007191247002,4.1126
2007191248,"TS0002",2007191248001,7.9336
2007191248,"TS0002",2007191248002,6.8766
2007191249,"TS0500",2007191249001,7.909
2007191249,"TS0500",2007191249002,3.5597
2007191250,"TS1159",2007191250001,20.7485
2007191250,"TS1159",2007191250002,11.9547
2007191251,"TS0478",2007191251001,19.0362
2007191251,"TS0478",2007191251002,20.04705
2007191252,"TS0018",2007191252001,6.9831
2007191252,"TS0018",2007191252002,12.394
2007191253,"TS0340",2007191253001,10.6613
2007191253,"TS0340",2007191253002,8.7815
2007191254,"TS0759",2007191254001,10.8062
2007191254,"TS0759",2007191254002,9.1318
2007191255,"TS1016",2007191255001,9.3259
2007191255,"TS1016",2007191255002,6.8956
2007191256,"TS1381",2007191256001,108.312
2007191256,"TS1381",2007191256002,55.2118
2007191257,"TS0437",2007191257001,12.9229
2007191257,"TS0437",2007191257002,9.9976
2007191258,"TS0236",2007191258001,9.862
2007191259,"TS0542",2007191259001,35.21
2007191259,"TS0542",2007191259002,58.1589
2007191261,"TS0076",2007191261001,11.5257
2007191261,"TS0076",2007191261002,17.6732
2007191262,"TS0853",2007191262001,51.16975
2007191262,"TS0853",2007191262002,40.7253
2007191263,"TS1325",2007191263001,35.9193
2007191263,"TS1325",2007191263002,54.4985
2007191264,"TS0811",2007191264001,5.8079
2007191264,"TS0811",2007191264002,11.8327
2007191266,"TS1139",2007191266001,28.9574
2007191266,"TS1139",2007191266002,19.2227
2007191267,"TS0044",2007191267001,72.7331
2007191267,"TS0044",2007191267002,30.09775
2007191269,"TS1086",2007191269001,66.9361
2007191269,"TS1086",2007191269002,29.806
2007191270,"TS0648",2007191270001,36.5279
2007191270,"TS0648",2007191270002,30.02
2007191272,"TS0179",2007191272001,5.3126
2007191272,"TS0179",2007191272002,6.1688
2007191273,"TS0643",2007191273001,37.7381
2007191273,"TS0643",2007191273002,34.6538
2007191274,"TS1138",2007191274001,24.2152
2007191274,"TS1138",2007191274002,12.828
2007191275,"TS0463",2007191275001,33.609
2007191275,"TS0463",2007191275002,29.6928
2007191276,"TS1302",2007191276001,16.6318
2007191276,"TS1302",2007191276002,11.87765
2007191277,"TS1151",2007191277001,24.3795
2007191277,"TS1151",2007191277002,13.0648
2007191278,"TS1144",2007191278001,14.798
2007191278,"TS1144",2007191278002,9.5292
2007191279,"TS0539",2007191279001,66.8414
2007191279,"TS0539",2007191279002,47.6794
2007191281,"TS1033",2007191281001,20.9328
2007191281,"TS1033",2007191281002,20.3716
2007191282,"TS0533",2007191282001,7.56555
2007191282,"TS0533",2007191282002,6.3402
2007191283,"TS1361",2007191283001,78.0238
2007191283,"TS1361",2007191283002,33.9286
2007191284,"TS1080",2007191284001,22.8655
2007191284,"TS1080",2007191284002,15.3477
2007191285,"TS0726",2007191285001,8.5153
2007191285,"TS0726",2007191285002,8.8064
2007191286,"TS0536",2007191286001,20.8356
2007191286,"TS0536",2007191286002,34.3216
2007191287,"TS0636",2007191287001,10.18775
2007191287,"TS0636",2007191287002,7.2189
2007191289,"TS0164",2007191289001,4.5659
2007191289,"TS0164",2007191289002,16.3849
2007191291,"TS0501",2007191291001,19.5266
2007191291,"TS0501",2007191291002,3.6142
2007191292,"TS1254",2007191292001,23.9565
2007191292,"TS1254",2007191292002,30.3965
2007191293,"TS1150",2007191293001,12.4899
2007191293,"TS1150",2007191293002,21.94465
2007191294,"TS1048",2007191294001,28.7661
2007191294,"TS1048",2007191294002,16.0597
2007191295,"TS0185",2007191295001,5.71
2007191296,"TS0602",2007191296001,31.2413
2007191296,"TS0602",2007191296002,88.2038
2007191297,"TS0722",2007191297001,25.0869
2007191297,"TS0722",2007191297002,27.1112
2007191298,"TS1129",2007191298001,17.8877
2007191298,"TS1129",2007191298002,11.4622
2007191299,"TS1176",2007191299001,15.5175
2007191299,"TS1176",2007191299002,7.1988
2007191301,"TS0435",2007191301001,29.816
2007191301,"TS0435",2007191301002,34.075
2007191302,"TS0037",2007191302001,53.6037
2007191302,"TS0037",2007191302002,46.1843
2007191303,"TS1102",2007191303001,32.1958
2007191303,"TS1102",2007191303002,19.2326
2007191304,"TS1123",2007191304001,8.8022
2007191304,"TS1123",2007191304002,28.1972
2007191305,"TS0054",2007191305001,38.7434
2007191305,"TS0054",2007191305002,79.1066
2007191306,"TS1046",2007191306001,14.8174
2007191306,"TS1046",2007191306002,9.7714
2007191307,"TS1374",2007191307001,113.2947
2007191307,"TS1374",2007191307002,100.7505
2007191308,"TS1324",2007191308001,45.4865
2007191308,"TS1324",2007191308002,14.08
2007191309,"TS1389",2007191309001,56.6219
