"SITEID","TARGSITEID","SAMPLEID","HgCOMP"
2007190419,"TS0741",2007190419001,10.9156
2007190419,"TS0741",2007190419002,7.8715
2007190421,"TS0611",2007190421001,31.0578
2007190421,"TS0611",2007190421002,11.2711
2007190422,"TS1163",2007190422001,12.3967
2007190422,"TS1163",2007190422002,14.5848
2007190423,"TS0168",2007190423001,10.4991
2007190423,"TS0168",2007190423002,5.5348
2007190424,"TS0153",2007190424001,10.3436
2007190424,"TS0153",2007190424002,6.5373
2007190425,"TS1263",2007190425001,25.6138
2007190425,"TS1263",2007190425002,4.81335
2007190426,"TS1237",2007190426001,12.4689
2007190426,"TS1237",2007190426002,11.2785
2007190427,"TS0004",2007190427001,37.4979
2007190428,"TS0787",2007190428001,22.9669
2007190428,"TS0787",2007190428002,10.85065
2007190429,"TS1269",2007190429001,49.5939
2007190429,"TS1269",2007190429002,51.9643
2007190430,"TS1142",2007190430001,11.091
2007190430,"TS1142",2007190430002,11.1651
2007190431,"TS1212",2007190431001,10.72105
2007190431,"TS1212",2007190431002,4.9366
2007190432,"TS0489",2007190432001,34.7152
2007190432,"TS0489",2007190432002,26.4061
2007190433,"TS0883",2007190433001,24.7782
2007190433,"TS0883",2007190433002,17.35135
2007190434,"TS0593",2007190434001,52.139
2007190434,"TS0593",2007190434002,38.8055
2007190435,"TS1021",2007190435001,24.5422
2007190435,"TS1021",2007190435002,19.1048
2007190436,"TS0610",2007190436001,10.71375
2007190436,"TS0610",2007190436002,25.4699
2007190437,"TS0357",2007190437001,7.7958
2007190437,"TS0357",2007190437002,16.0647
2007190438,"TS0900",2007190438001,29.4939
2007190438,"TS0900",2007190438002,16.9916
2007190439,"TS0130",2007190439001,20.7236
2007190439,"TS0130",2007190439002,7.13955
2007190441,"TS0769",2007190441001,10.6704
2007190441,"TS0769",2007190441002,7.0363
2007190442,"TS0854",2007190442001,10.4107
2007190442,"TS0854",2007190442002,4.0449
2007190444,"TS1249",2007190444001,20.62225
2007190444,"TS1249",2007190444002,20.7798
2007190445,"TS0970",2007190445001,11.87
2007190445,"TS0970",2007190445002,9.6813
2007190446,"TS0113",2007190446001,28.1117
2007190446,"TS0113",2007190446002,13.4156
2007190447,"TS1132",2007190447001,8.2868
2007190447,"TS1132",2007190447002,10.0242
2007190448,"TS0808",2007190448001,7.435
2007190448,"TS0808",2007190448002,5.66945
2007190450,"TS0589",2007190450001,44.9907
2007190450,"TS0589",2007190450002,25.1159
2007190451,"TS1091",2007190451001,6.8992
2007190451,"TS1091",2007190451002,8.1373
2007190452,"TS1312",2007190452001,23.309
2007190452,"TS1312",2007190452002,24.1805
2007190453,"TS0901",2007190453001,18.7997
2007190453,"TS0901",2007190453002,12.5635
2007190454,"TS0053",2007190454001,25.8826
2007190454,"TS0053",2007190454002,26.1424
2007190455,"TS0964",2007190455001,8.7746
2007190455,"TS0964",2007190455002,9.1196
2007190456,"TS0462",2007190456001,24.65405
2007190456,"TS0462",2007190456002,13.982
2007190457,"TS0124",2007190457001,17.3607
2007190457,"TS0124",2007190457002,4.6705
2007190458,"TS0927",2007190458001,12.9661
2007190458,"TS0927",2007190458002,9.4899
2007190459,"TS0600",2007190459001,13.028
2007190459,"TS0600",2007190459002,38.0485
2007190461,"TS0460",2007190461001,25.2588
2007190461,"TS0460",2007190461002,15.3687
2007190462,"TS1356",2007190462001,36.0715
2007190462,"TS1356",2007190462002,15.2312
2007190463,"TS0932",2007190463001,12.4264
2007190463,"TS0932",2007190463002,12.5929
2007190465,"TS0754",2007190465001,39.18075
2007190465,"TS0754",2007190465002,27.6801
2007190466,"TS0022",2007190466001,18.4026
2007190466,"TS0022",2007190466002,4.3012
2007190468,"TS0718",2007190468001,4.867
2007190469,"TS0143",2007190469001,45.5552
2007190469,"TS0143",2007190469002,46.123
2007190471,"TS0848",2007190471001,5.2833
2007190471,"TS0848",2007190471002,1.4808
2007190472,"TS0740",2007190472001,12.2392
2007190472,"TS0740",2007190472002,10.2
2007190473,"TS0160",2007190473001,25.3372
2007190473,"TS0160",2007190473002,21.143
2007190474,"TS0653",2007190474001,34.7156
2007190474,"TS0653",2007190474002,34.82235
2007190475,"TS0518",2007190475001,20.2388
2007190475,"TS0518",2007190475002,4.6298
2007190476,"TS1126",2007190476001,8.3268
2007190476,"TS1126",2007190476002,2.81305
2007190477,"TS1103",2007190477001,75.7872
2007190477,"TS1103",2007190477002,16.6641
2007190478,"TS1056",2007190478001,10.7478
2007190478,"TS1056",2007190478002,6.9269
2007190479,"TS0756",2007190479001,9.6032
2007190479,"TS0756",2007190479002,9.05985
2007190481,"TS0691",2007190481001,2.0429
2007190481,"TS0691",2007190481002,1.9889
2007190483,"TS1038",2007190483001,8.4802
2007190483,"TS1038",2007190483002,6.1116
2007190484,"TS0545",2007190484001,42.0198
2007190484,"TS0545",2007190484002,12.0088
2007190485,"TS1373",2007190485002,69.2652
2007190486,"TS1280",2007190486001,14.0415
2007190486,"TS1280",2007190486002,15.9159
2007190487,"TS0783",2007190487001,8.8512
2007190487,"TS0783",2007190487002,8.5446
2007190488,"TS1350",2007190488001,59.1827
2007190488,"TS1350",2007190488002,18.2817
2007190490,"TS0531",2007190490001,41.7013
2007190490,"TS0531",2007190490002,14.3047
2007190491,"TS1257",2007190491001,27.7846
2007190491,"TS1257",2007190491002,21.111
2007190492,"TS0550",2007190492001,27.08305
2007190492,"TS0550",2007190492002,26.0056
2007190493,"TS1368",2007190493001,25.6883
2007190493,"TS1368",2007190493002,15.4078
2007190494,"TS0980",2007190494001,15.67625
2007190494,"TS0980",2007190494002,11.5726
2007190495,"TS0020",2007190495001,39.7623
2007190495,"TS0020",2007190495002,52.9089
2007190496,"TS0974",2007190496001,14.274
2007190496,"TS0974",2007190496002,24.1278
2007190497,"TS0723",2007190497001,25.9463
2007190497,"TS0723",2007190497002,41.2826
2007190498,"TS1145",2007190498001,12.3772
2007190498,"TS1145",2007190498002,8.577
2007190499,"TS0422",2007190499001,47.2732
2007190499,"TS0422",2007190499002,25.6272
2007190501,"TS0136",2007190501001,38.5417
2007190501,"TS0136",2007190501002,69.8004
2007190502,"TS1054",2007190502001,7.4164
2007190502,"TS1054",2007190502002,8.0604
2007190503,"TS1007",2007190503001,11.7676
2007190503,"TS1007",2007190503002,9.5615
2007190505,"TS0837",2007190505001,1.8758
2007190505,"TS0837",2007190505002,2.67995
2007190506,"TS1024",2007190506001,7.5767
2007190506,"TS1024",2007190506002,10.7525
2007190507,"TS1184",2007190507001,17.2375
2007190507,"TS1184",2007190507002,14.6383
2007190508,"TS1028",2007190508001,19.21765
2007190508,"TS1028",2007190508002,9.9139
2007190509,"TS0804",2007190509001,2.3636
2007190509,"TS0804",2007190509002,6.0606
2007190510,"TS0186",2007190510001,3.49435
2007190510,"TS0186",2007190510002,1.4489
2007190511,"TS0926",2007190511001,15.8206
2007190511,"TS0926",2007190511002,10.8836
2007190512,"TS0062",2007190512001,21.641
2007190512,"TS0062",2007190512002,13.0295
2007190513,"TS1193",2007190513001,19.6784
2007190513,"TS1193",2007190513002,14.3049
2007190514,"TS0858",2007190514001,8.8249
2007190514,"TS0858",2007190514002,29.7618
2007190515,"TS1290",2007190515001,30.21585
2007190515,"TS1290",2007190515002,34.7488
2007190517,"TS0519",2007190517001,13.3992
2007190517,"TS0519",2007190517002,25.2748
2007190518,"TS0884",2007190518001,4.2687
2007190518,"TS0884",2007190518002,4.291
2007190519,"TS0860",2007190519001,32.4432
2007190519,"TS0860",2007190519002,29.2054
2007190522,"TS0177",2007190522001,6.4518
2007190522,"TS0177",2007190522002,5.9955
2007190523,"TS1175",2007190523001,9.2426
2007190523,"TS1175",2007190523002,8.0284
2007190525,"TS1098",2007190525001,11.1814
2007190525,"TS1098",2007190525002,15.7719
2007190526,"TS1307",2007190526001,26.8393
2007190526,"TS1307",2007190526002,16.8432
2007190527,"TS1004",2007190527001,20.0265
2007190527,"TS1004",2007190527002,9.0694
2007190528,"TS0315",2007190528001,10.88745
2007190529,"TS0720",2007190529001,34.435
2007190529,"TS0720",2007190529002,30.8767
2007190531,"TS0969",2007190531001,7.376
2007190532,"TS1196",2007190532001,5.2762
2007190532,"TS1196",2007190532002,8.09005
2007190533,"TS0474",2007190533001,42.0274
2007190533,"TS0474",2007190533002,22.2304
2007190534,"TS1094",2007190534001,20.8754
2007190534,"TS1094",2007190534002,26.8751
2007190535,"TS0255",2007190535002,1.9629
2007190536,"TS0847",2007190536001,12.3601
2007190537,"TS1157",2007190537001,15.4362
2007190537,"TS1157",2007190537002,15.7629
2007190538,"TS1152",2007190538001,30.1353
2007190538,"TS1152",2007190538002,23.2862
2007190539,"TS1191",2007190539001,48.8942
2007190539,"TS1191",2007190539002,21.5559
2007190541,"TS0396",2007190541001,19.457
2007190541,"TS0396",2007190541002,10.4906
2007190542,"TS0945",2007190542001,12.27
2007190542,"TS0945",2007190542002,8.4789
2007190543,"TS1156",2007190543001,20.3293
2007190543,"TS1156",2007190543002,19.9338
2007190544,"TS0896",2007190544001,12.5904
2007190544,"TS0896",2007190544002,11.5883
2007190545,"TS1306",2007190545001,57.3218
2007190545,"TS1306",2007190545002,34.2027
2007190546,"TS1341",2007190546001,35.0863
2007190546,"TS1341",2007190546002,47.5962
2007190547,"TS0522",2007190547001,17.2669
2007190547,"TS0522",2007190547002,3.7218
2007190548,"TS0934",2007190548001,14.0046
2007190548,"TS0934",2007190548002,16.3442
2007190549,"TS0412",2007190549001,10.8301
2007190549,"TS0412",2007190549002,13.3368
2007190550,"TS0930",2007190550001,28.8989
2007190550,"TS0930",2007190550002,57.47965
2007190551,"TS1171",2007190551001,91.3161
2007190552,"TS0006",2007190552001,45.9241
2007190552,"TS0006",2007190552002,47.7796
2007190553,"TS1273",2007190553001,45.5846
2007190553,"TS1273",2007190553002,25.5674
2007190554,"TS0673",2007190554001,24.3916
2007190554,"TS0673",2007190554002,14.592
2007190555,"TS0592",2007190555001,28.608
2007190555,"TS0592",2007190555002,23.29335
2007190556,"TS1320",2007190556001,154.1946
2007190556,"TS1320",2007190556002,76.7765
2007190557,"TS0630",2007190557001,9.1648
2007190557,"TS0630",2007190557002,131.2223
2007190558,"TS0936",2007190558001,8.1296
2007190558,"TS0936",2007190558002,13.8752
2007190559,"TS0813",2007190559001,2.0879
2007190559,"TS0813",2007190559002,4.1477
2007190561,"TS0084",2007190561001,26.1959
2007190561,"TS0084",2007190561002,15.9965
2007190562,"TS0782",2007190562001,12.03835
2007190562,"TS0782",2007190562002,8.1214
2007190563,"TS0657",2007190563001,12.8008
2007190563,"TS0657",2007190563002,3.6602
2007190564,"TS0978",2007190564001,5.4797
2007190564,"TS0978",2007190564002,6.03545
2007190565,"TS0231",2007190565001,12.2745
2007190565,"TS0231",2007190565002,6.8505
2007190566,"TS0455",2007190566001,11.3847
2007190566,"TS0455",2007190566002,12.1971
2007190567,"TS1195",2007190567001,14.95595
2007190567,"TS1195",2007190567002,8.3295
2007190568,"TS0864",2007190568001,56.6754
2007190568,"TS0864",2007190568002,33.8881
2007190569,"TS1274",2007190569001,11.8868
2007190569,"TS1274",2007190569002,13.1377
2007190570,"TS0537",2007190570001,19.8826
2007190570,"TS0537",2007190570002,23.8629
2007190571,"TS1164",2007190571001,18.7387
2007190571,"TS1164",2007190571002,12.6338
2007190572,"TS0909",2007190572001,33.0454
2007190572,"TS0909",2007190572002,35.786
2007190574,"TS0721",2007190574001,7.1879
2007190574,"TS0721",2007190574002,5.6959
2007190575,"TS0495",2007190575001,13.56805
2007190575,"TS0495",2007190575002,17.4565
2007190576,"TS0644",2007190576001,19.9189
2007190576,"TS0644",2007190576002,11.8688
2007190577,"TS1104",2007190577001,30.36225
2007190577,"TS1104",2007190577002,20.1609
2007190578,"TS0838",2007190578001,31.2751
2007190578,"TS0838",2007190578002,19.2804
2007190579,"TS1301",2007190579001,21.1792
2007190581,"TS0138",2007190581001,24.3963
2007190581,"TS0138",2007190581002,24.9025
2007190583,"TS0921",2007190583001,9.8962
2007190583,"TS0921",2007190583002,20.1355
2007190584,"TS0950",2007190584001,556.00065
2007190585,"TS0996",2007190585002,9.4703
2007190586,"TS0723",2007190586001,27.3645
2007190586,"TS0723",2007190586002,34.4984
2007190588,"TS0288",2007190588001,14.8916
2007190588,"TS0288",2007190588002,9.3641
2007190589,"TS1377",2007190589001,48.034
2007190589,"TS1377",2007190589002,30.4677
2007190591,"TS0946",2007190591001,10.974
2007190591,"TS0946",2007190591002,9.0092
2007190592,"TS0637",2007190592001,6.5078
2007190592,"TS0637",2007190592002,5.1274
2007190593,"TS0737",2007190593001,19.8415
2007190593,"TS0737",2007190593002,13.8015
2007190596,"TS0171",2007190596001,32.77535
2007190596,"TS0171",2007190596002,17.0752
2007190597,"TS1179",2007190597001,42.4048
2007190597,"TS1179",2007190597002,16.2451
2007190598,"TS1371",2007190598001,86.8346
2007190598,"TS1371",2007190598002,37.1595
2007190599,"TS0009",2007190599001,13.6646
2007190599,"TS0009",2007190599002,17.6404
2007190601,"TS0829",2007190601001,11.1229
2007190601,"TS0829",2007190601002,7.3586
2007190602,"TS0567",2007190602001,10.3641
2007190602,"TS0567",2007190602002,6.9935
2007190604,"TS0758",2007190604001,25.3449
2007190604,"TS0758",2007190604002,11.5675
2007190605,"TS1155",2007190605001,15.6889
2007190605,"TS1155",2007190605002,52.9674
2007190606,"TS0988",2007190606001,15.4733
2007190609,"TS1004",2007190609001,13.7761
2007190616,"TS0047",2007190616001,54.1421
2007190616,"TS0047",2007190616002,79.9342
2007190618,"TS1383",2007190618002,23.4192
2007190621,"TS0172",2007190621001,18.2097
2007190621,"TS0172",2007190621002,19.2966
2007190623,"TS0739",2007190623001,11.52355
2007190623,"TS0739",2007190623002,20.7875
2007190624,"TS1015",2007190624001,13.5803
2007190624,"TS1015",2007190624002,9.87
2007190626,"TS1064",2007190626001,7.1021
2007190626,"TS1064",2007190626002,9.1456
2007190627,"TS1087",2007190627001,7.5796
2007190628,"TS0747",2007190628001,17.2208
2007190628,"TS0747",2007190628002,15.5607
2007190629,"TS1160",2007190629002,15.82295
2007190631,"TS1024",2007190631002,6.2906
2007190633,"TS0001",2007190633001,8.6033
2007190633,"TS0001",2007190633002,15.4569
2007190634,"TS0322",2007190634001,22.8574
2007190635,"TS0876",2007190635001,12.9411
2007190635,"TS0876",2007190635002,9.1848
2007190637,"TS0646",2007190637001,37.7121
2007190637,"TS0646",2007190637002,14.792
2007190639,"TS1364",2007190639001,89.1846
2007190639,"TS1364",2007190639002,31.7798
2007190641,"TS1296",2007190641001,16.3882
2007190641,"TS1296",2007190641002,14.5631
2007190642,"TS1019",2007190642002,6.6741
2007190643,"TS0599",2007190643001,38.0932
2007190643,"TS0599",2007190643002,31.517
2007190644,"TS1107",2007190644002,15.8326
2007190645,"TS1226",2007190645001,12.5697
2007190646,"TS1069",2007190646001,9.7164
2007190646,"TS1069",2007190646002,11.1714
2007190647,"TS0893",2007190647001,7.254
2007190647,"TS0893",2007190647002,4.8633
2007190648,"TS0738",2007190648001,12.4354
2007190648,"TS0738",2007190648002,9.5759
2007190651,"TS0575",2007190651001,21.4891
2007190651,"TS0575",2007190651002,22.285
2007190652,"TS1365",2007190652001,33.2743
2007190652,"TS1365",2007190652002,36.1088
2007190653,"TS1319",2007190653001,46.169
2007190653,"TS1319",2007190653002,12.7672
2007190654,"TS0983",2007190654001,7.3855
2007190654,"TS0983",2007190654002,5.7317
2007190655,"TS0784",2007190655001,18.30105
2007190655,"TS0784",2007190655002,14.0134
2007190658,"TS0280",2007190658001,19.5393
2007190658,"TS0280",2007190658002,16.56
2007190659,"TS0609",2007190659001,56.4424
2007190659,"TS0609",2007190659002,49.00785
2007190661,"TS1125",2007190661001,10.6831
2007190663,"TS1220",2007190663001,17.3573
2007190663,"TS1220",2007190663002,23.1417
2007190664,"TS0569",2007190664001,40.5637
2007190664,"TS0569",2007190664002,22.7147
2007190665,"TS0943",2007190665001,25.2046
2007190666,"TS0842",2007190666001,10.4224
2007190666,"TS0842",2007190666002,5.7166
2007190667,"TS0877",2007190667001,6.64145
2007190667,"TS0877",2007190667002,16.0322
2007190670,"TS1072",2007190670001,6.6305
2007190671,"TS1357",2007190671001,23.5336
2007190671,"TS1357",2007190671002,19.8534
2007190672,"TS1041",2007190672001,31.13405
2007190673,"TS0824",2007190673001,11.6068
2007190674,"TS0674",2007190674001,13.6511
2007190674,"TS0674",2007190674002,8.6883
2007190675,"TS0006",2007190675002,54.8959
2007190677,"TS1260",2007190677001,13.675
2007190677,"TS1260",2007190677002,7.293
2007190679,"TS0979",2007190679001,23.4244
2007190681,"TS0957",2007190681002,8.89
2007190683,"TS0363",2007190683002,6.9928
2007190684,"TS0777",2007190684001,25.2065
2007190684,"TS0777",2007190684002,31.8186
2007190685,"TS1247",2007190685001,10.40865
2007190685,"TS1247",2007190685002,7.8181
2007190686,"TS0871",2007190686001,15.781
2007190686,"TS0871",2007190686002,22.9829
2007190687,"TS1210",2007190687001,11.7744
2007190687,"TS1210",2007190687002,13.4546
2007190688,"TS0441",2007190688001,6.9252
2007190688,"TS0441",2007190688002,11.6419
2007190689,"TS1010",2007190689001,20.2245
2007190689,"TS1010",2007190689002,13.2584
2007190690,"TS0629",2007190690001,50.9369
2007190691,"TS0471",2007190691001,3.02
2007190691,"TS0471",2007190691002,38.571
2007190692,"TS1251",2007190692001,36.6949
2007190692,"TS1251",2007190692002,51.6166
2007190694,"TS0090",2007190694001,5.5472
2007190694,"TS0090",2007190694002,6.7375
2007190695,"TS0728",2007190695001,14.9672
2007190695,"TS0728",2007190695002,30.82515
2007190697,"TS0730",2007190697001,6.5658
2007190697,"TS0730",2007190697002,5.7
2007190698,"TS1297",2007190698001,20.7758
2007190698,"TS1297",2007190698002,21.6306
2007190699,"TS1388",2007190699001,17.2718
2007190699,"TS1388",2007190699002,20.912
2007190701,"TS0590",2007190701001,16.8929
2007190701,"TS0590",2007190701002,5.8459
2007190702,"TS0436",2007190702001,11.1038
2007190702,"TS0436",2007190702002,12.91705
2007190703,"TS0969",2007190703001,6.2849
2007190703,"TS0969",2007190703002,7.4255
2007190704,"TS1229",2007190704001,26.7356
2007190704,"TS1229",2007190704002,11.2575
2007190705,"TS0182",2007190705001,2.9328
2007190705,"TS0182",2007190705002,1.5455
2007190706,"TS0287",2007190706001,12.6294
2007190706,"TS0287",2007190706002,12.0254
2007190707,"TS0606",2007190707001,24.9706
2007190707,"TS0606",2007190707002,20.442
2007190708,"TS0895",2007190708001,24.7826
2007190708,"TS0895",2007190708002,36.655
2007190709,"TS1313",2007190709001,17.8037
2007190709,"TS1313",2007190709002,13.14805
2007190710,"TS0578",2007190710001,16.4019
2007190710,"TS0578",2007190710002,10.771
2007190711,"TS0640",2007190711001,50.6483
2007190711,"TS0640",2007190711002,24.8799
2007190712,"TS0918",2007190712001,12.3722
2007190712,"TS0918",2007190712002,6.1865
2007190713,"TS0750",2007190713001,34.5416
2007190713,"TS0750",2007190713002,32.971
2007190714,"TS1055",2007190714001,20.10555
2007190714,"TS1055",2007190714002,12.8477
2007190716,"TS0176",2007190716001,0.9705
2007190717,"TS0549",2007190717001,33.5419
2007190717,"TS0549",2007190717002,9.2226
2007190721,"TS1169",2007190721001,11.25435
2007190721,"TS1169",2007190721002,7.2457
2007190722,"TS1351",2007190722001,10.4673
2007190722,"TS1351",2007190722002,20.8777
2007190723,"TS1326",2007190723001,61.6323
2007190723,"TS1326",2007190723002,42.8111
2007190724,"TS0781",2007190724001,7.782
2007190724,"TS0781",2007190724002,5.0511
2007190725,"TS1100",2007190725001,32.0309
2007190725,"TS1100",2007190725002,14.17965
2007190726,"TS0608",2007190726001,54.8655
2007190726,"TS0608",2007190726002,29.3376
2007190727,"TS0785",2007190727001,31.0942
2007190727,"TS0785",2007190727002,25.4697
2007190728,"TS0086",2007190728001,5.7351
2007190728,"TS0086",2007190728002,7.3874
2007190730,"TS0621",2007190730001,26.7405
2007190730,"TS0621",2007190730002,36.9924
2007190732,"TS1002",2007190732001,15.69235
2007190732,"TS1002",2007190732002,26.4866
2007190733,"TS0705",2007190733001,8.4916
2007190733,"TS0705",2007190733002,8.5544
2007190735,"TS1227",2007190735001,11.5963
2007190735,"TS1227",2007190735002,13.7673
2007190737,"TS1000",2007190737001,15.5757
2007190737,"TS1000",2007190737002,8.6146
2007190738,"TS0831",2007190738001,12.5683
2007190738,"TS0831",2007190738002,10.185
2007190739,"TS0609",2007190739001,40.9695
2007190739,"TS0609",2007190739002,42.5983
2007190741,"TS0170",2007190741001,9.475
2007190741,"TS0170",2007190741002,5.6142
2007190743,"TS0165",2007190743001,13.6447
2007190743,"TS0165",2007190743002,8.2034
2007190744,"TS0121",2007190744001,48.5849
2007190744,"TS0121",2007190744002,53.5631
2007190746,"TS0174",2007190746001,2.6052
2007190746,"TS0174",2007190746002,4.0518
2007190747,"TS0816",2007190747001,41.8443
2007190748,"TS1223",2007190748001,40.5909
2007190748,"TS1223",2007190748002,22.6758
2007190750,"TS0534",2007190750001,33.4239
2007190750,"TS0534",2007190750002,31.3971
2007190751,"TS0085",2007190751001,22.4537
2007190751,"TS0085",2007190751002,11.1232
2007190752,"TS0673",2007190752001,19.8857
2007190752,"TS0673",2007190752002,13.69885
2007190753,"TS1176",2007190753001,13.6184
2007190753,"TS1176",2007190753002,6.5833
2007190754,"TS0826",2007190754001,7.5723
2007190754,"TS0826",2007190754002,5.3945
2007190755,"TS1266",2007190755001,17.23375
2007190755,"TS1266",2007190755002,16.779
2007190756,"TS0810",2007190756001,36.1415
2007190756,"TS0810",2007190756002,37.6529
2007190757,"TS0815",2007190757001,3.2759
2007190757,"TS0815",2007190757002,3.95445
2007190758,"TS0773",2007190758001,16.9283
2007190758,"TS0773",2007190758002,12.7009
2007190759,"TS1261",2007190759001,21.4332
2007190759,"TS1261",2007190759002,11.6123
2007190761,"TS0033",2007190761001,31.6012
2007190761,"TS0033",2007190761002,25.8715
2007190762,"TS1118",2007190762001,36.0459
2007190762,"TS1118",2007190762002,56.027
2007190763,"TS0008",2007190763001,28.56925
2007190763,"TS0008",2007190763002,30.0525
2007190764,"TS0904",2007190764001,24.773
2007190764,"TS0904",2007190764002,54.1117
2007190766,"TS0571",2007190766001,21.6432
2007190766,"TS0571",2007190766002,48.86425
2007190767,"TS0914",2007190767001,34.7483
2007190767,"TS0914",2007190767002,10.2567
2007190768,"TS1263",2007190768001,22.35
2007190768,"TS1263",2007190768002,11.2177
2007190769,"TS0551",2007190769001,26.2293
2007190769,"TS0551",2007190769002,19.5425
2007190770,"TS0857",2007190770001,8.6541
2007190770,"TS0857",2007190770002,5.9964
2007190771,"TS0032",2007190771001,23.8534
2007190771,"TS0032",2007190771002,29.5612
2007190772,"TS0907",2007190772001,12.31135
2007190772,"TS0907",2007190772002,14.5397
2007190774,"TS0927",2007190774001,9.992
2007190774,"TS0927",2007190774002,6.6932
2007190775,"TS1238",2007190775001,60.4522
2007190775,"TS1238",2007190775002,71.2355
2007190776,"TS0427",2007190776001,31.2579
2007190776,"TS0427",2007190776002,24.3087
2007190778,"TS1360",2007190778001,37.6637
2007190778,"TS1360",2007190778002,19.5239
2007190779,"TS1345",2007190779001,45.8443
2007190779,"TS1345",2007190779002,21.3752
2007190781,"TS1316",2007190781001,107.1663
2007190781,"TS1316",2007190781002,31.9211
2007190782,"TS1279",2007190782001,13.3343
2007190782,"TS1279",2007190782002,18.9263
2007190783,"TS0993",2007190783001,17.038
2007190783,"TS0993",2007190783002,18.5482
2007190785,"TS0698",2007190785001,4.7296
2007190785,"TS0698",2007190785002,2.5521
2007190787,"TS1190",2007190787001,18.6771
2007190787,"TS1190",2007190787002,13.70155
2007190788,"TS1305",2007190788001,80.4847
2007190788,"TS1305",2007190788002,19.546
2007190789,"TS0899",2007190789001,9.5659
2007190789,"TS0899",2007190789002,18.9549
2007190790,"TS1292",2007190790001,24.742
2007190790,"TS1292",2007190790002,18.1672
2007190791,"TS0995",2007190791001,6.7567
2007190791,"TS0995",2007190791002,25.4171
2007190792,"TS0862",2007190792001,13.62805
2007190792,"TS0862",2007190792002,22.0763
2007190793,"TS0508",2007190793001,13.7017
2007190793,"TS0508",2007190793002,18.0838
2007190794,"TS1168",2007190794001,12.0446
2007190794,"TS1168",2007190794002,9.53695
2007190795,"TS1066",2007190795001,7.9287
2007190795,"TS1066",2007190795002,7.4483
2007190796,"TS1284",2007190796001,35.2196
2007190796,"TS1284",2007190796002,10.6309
2007190798,"TS0652",2007190798001,5.7942
2007190799,"TS0452",2007190799001,9.2975
2007190799,"TS0452",2007190799002,6.8878
2007190802,"TS1201",2007190802001,17.4045
2007190802,"TS1201",2007190802002,11.9609
2007190803,"TS0421",2007190803001,3.5597
2007190803,"TS0421",2007190803002,1.9822
2007190805,"TS0579",2007190805001,33.4821
2007190805,"TS0579",2007190805002,44.4106
2007190806,"TS1295",2007190806001,31.7942
2007190806,"TS1295",2007190806002,20.7814
2007190807,"TS0105",2007190807001,21.7605
2007190807,"TS0105",2007190807002,6.7278
2007190809,"TS0015",2007190809001,54.8877
2007190809,"TS0015",2007190809002,60.6168
2007190810,"TS0587",2007190810001,38.3698
2007190810,"TS0587",2007190810002,47.7426
2007190811,"TS1012",2007190811001,8.9939
2007190811,"TS1012",2007190811002,7.81895
2007190812,"TS1359",2007190812001,83.2812
2007190812,"TS1359",2007190812002,69.2125
2007190813,"TS1297",2007190813001,18.3237
2007190813,"TS1297",2007190813002,25.0306
2007190814,"TS0023",2007190814002,6.35975
2007190816,"TS0947",2007190816001,9.1668
2007190816,"TS0947",2007190816002,7.8259
2007190817,"TS0742",2007190817001,12.1547
2007190817,"TS0742",2007190817002,8.2088
2007190818,"TS0622",2007190818001,18.0706
2007190818,"TS0622",2007190818002,18.8637
2007190819,"TS0448",2007190819001,44.9127
2007190819,"TS0448",2007190819002,49.8193
2007190821,"TS0905",2007190821001,14.68415
2007190821,"TS0905",2007190821002,4.2877
2007190822,"TS0591",2007190822001,34.4944
2007190822,"TS0591",2007190822002,28.6459
2007190823,"TS1380",2007190823001,139.5425
2007190823,"TS1380",2007190823002,15.80965
2007190825,"TS0976",2007190825001,5.5449
2007190825,"TS0976",2007190825002,7.6273
2007190826,"TS0780",2007190826001,20.216
2007190826,"TS0780",2007190826002,38.4954
2007190827,"TS0498",2007190827001,24.0663
2007190827,"TS0498",2007190827002,21.0659
2007190829,"TS0265",2007190829001,12.5737
2007190829,"TS0265",2007190829002,10.7216
2007190830,"TS0954",2007190830001,9.9375
2007190830,"TS0954",2007190830002,7.4769
2007190831,"TS0897",2007190831001,14.0866
2007190831,"TS0897",2007190831002,13.4785
2007190832,"TS0060",2007190832001,19.2165
2007190833,"TS0807",2007190833001,5.4734
2007190833,"TS0807",2007190833002,8.3066
2007190834,"TS0616",2007190834001,48.5014
2007190834,"TS0616",2007190834002,18.3641
2007190835,"TS0038",2007190835001,57.6197
2007190835,"TS0038",2007190835002,52.2007
2007190836,"TS0330",2007190836001,14.7973
2007190836,"TS0330",2007190836002,13.008
2007190838,"TS1180",2007190838001,22.0634
2007190838,"TS1180",2007190838002,11.05785
2007190839,"TS1089",2007190839002,42.6958
2007190841,"TS0999",2007190841001,7.6913
2007190841,"TS0999",2007190841002,1.6286
2007190842,"TS0955",2007190842001,12.0614
2007190842,"TS0955",2007190842002,8.6192
2007190843,"TS1008",2007190843001,24.5169
2007190843,"TS1008",2007190843002,16.7975
2007190844,"TS0003",2007190844001,48.4552
2007190844,"TS0003",2007190844002,21.0676
2007190846,"TS1101",2007190846001,9.1946
2007190846,"TS1101",2007190846002,7.1252
2007190847,"TS0128",2007190847001,39.6115
2007190847,"TS0128",2007190847002,19.3672
2007190848,"TS0844",2007190848001,4.5423
2007190848,"TS0844",2007190848002,5.485
